metric_id,metric_date,lab,active_training_runs,gpu_hours_consumed,tokens_trained,eval_runs_launched,inference_qps,model_release_events,paper_submissions,funding_announced_usd,prev_day_growth,prev_week_growth,growth_7d_mean,training_intensity_growth_rate
1645,2026-02-09,Anthropic Research,72,133432.4,1468035000312.0,23,1620.02,0,0,0.0,0.09394,0.10396,0.0994,0.09878
1646,2026-02-09,Cohere Inference,12,14873.42,100922875788.0,3,2882.11,0,0,0.0,0.02878,0.0338,0.02938,0.02554
1647,2026-02-09,OpenAI Pretrain,87,160367.81,1946067072073.0,27,2082.55,0,0,115682560.0,0.12455,0.1252,0.11799,0.12067
1648,2026-02-09,Stability Open,4,4450.53,30856114269.0,2,19.57,0,0,59401947.31,-0.02487,-0.01602,-0.03035,-0.03043
1649,2026-02-09,Together AI Multi-Lab,19,20890.27,164036099789.0,4,1648.57,0,0,48050213.04,0.04067,0.04824,0.03911,0.03331
1650,2026-02-09,xAI Internal,68,128592.06,1372865251634.0,22,1423.56,0,0,163311511.81,0.08381,0.07435,0.07982,0.08013
1651,2026-02-10,Anthropic Research,79,151953.0,1439981699610.0,24,1942.01,0,0,0.0,0.09878,0.10963,0.09839,0.10255
1652,2026-02-10,Cohere Inference,13,16303.49,105865326328.0,4,3054.23,0,0,0.0,0.02554,0.02967,0.0295,0.03053
1653,2026-02-10,OpenAI Pretrain,93,180954.97,1878927771614.0,28,2100.04,0,0,0.0,0.12067,0.11158,0.11943,0.12169
1654,2026-02-10,Stability Open,4,4676.71,35069054379.0,1,21.91,0,0,0.0,-0.03043,-0.02379,-0.03161,-0.03262
1655,2026-02-10,Together AI Multi-Lab,20,26419.33,168620027937.0,2,2020.63,0,0,60771142.75,0.03331,0.04138,0.03954,0.0444
1656,2026-02-10,xAI Internal,72,131964.71,1388067015254.0,21,1502.33,0,0,0.0,0.08013,0.07401,0.08085,0.0812
1657,2026-02-11,Anthropic Research,77,140421.88,1662630170988.0,24,1707.7,0,0,386039107.53,0.10255,0.09981,0.0979,0.09636
1658,2026-02-11,Cohere Inference,13,14918.13,103904421733.0,4,2912.45,0,0,85544277.2,0.03053,0.04326,0.02896,0.03948
1659,2026-02-11,OpenAI Pretrain,92,178720.59,1920546233732.0,28,1895.39,0,0,214365200.03,0.12169,0.11335,0.12003,0.11756
1660,2026-02-11,Stability Open,4,5220.47,38076013331.0,0,23.71,0,0,0.0,-0.03262,-0.03044,-0.03157,-0.03019
1661,2026-02-11,Together AI Multi-Lab,20,22458.85,143346580543.0,4,1983.41,0,0,0.0,0.0444,0.04071,0.03977,0.04231
1662,2026-02-11,xAI Internal,75,138934.06,1718276529929.0,25,1573.1,0,0,300008396.53,0.0812,0.08325,0.08056,0.0812
1663,2026-02-12,Anthropic Research,82,151205.39,1456585135197.0,24,2016.68,0,0,0.0,0.09636,0.10386,0.09846,0.10781
1664,2026-02-12,Cohere Inference,14,16969.76,117494680898.0,2,3520.18,0,0,208719530.59,0.03948,0.02305,0.02921,0.02476
1665,2026-02-12,OpenAI Pretrain,96,192003.07,1974878585021.0,29,2234.75,0,0,0.0,0.11756,0.12495,0.11951,0.12126
1666,2026-02-12,Stability Open,4,5461.93,40013997181.0,0,25.83,0,0,0.0,-0.03019,-0.03671,-0.03103,-0.03289
1667,2026-02-12,Together AI Multi-Lab,21,26401.23,165002435394.0,4,2010.33,0,0,0.0,0.04231,0.04057,0.04048,0.04552
1668,2026-02-12,xAI Internal,80,149985.27,1679813871380.0,25,1737.21,0,0,0.0,0.0812,0.08038,0.08016,0.07761
1669,2026-02-13,Anthropic Research,82,163854.25,1680983244121.0,25,1697.72,0,0,0.0,0.10781,0.09227,0.09969,0.10089
1670,2026-02-13,Cohere Inference,13,15513.1,99505061005.0,3,2846.71,0,0,0.0,0.02476,0.02518,0.03112,0.03859
1671,2026-02-13,OpenAI Pretrain,93,179916.6,1782209040746.0,29,1981.85,0,0,727182367.94,0.12126,0.11177,0.11999,0.11515
1672,2026-02-13,Stability Open,5,5925.79,41150338537.0,0,27.8,0,0,0.0,-0.03289,-0.03625,-0.03006,-0.02946
1673,2026-02-13,Together AI Multi-Lab,21,26172.11,175482263452.0,6,1953.84,0,0,0.0,0.04552,0.0381,0.04027,0.03664
1674,2026-02-13,xAI Internal,75,134160.72,1455563181982.0,20,1664.3,0,0,663990856.74,0.07761,0.08321,0.0792,0.07646
1675,2026-02-14,Anthropic Research,81,151613.05,1675909472364.0,24,1762.08,0,0,0.0,0.10089,0.09751,0.09952,0.09629
1676,2026-02-14,Cohere Inference,13,17106.64,110468662927.0,4,3148.94,0,0,167420588.98,0.03859,0.03018,0.03086,0.02836
1677,2026-02-14,OpenAI Pretrain,89,178292.73,1717991200511.0,27,1890.9,1,0,0.0,0.11515,0.11905,0.11975,0.11738
1678,2026-02-14,Stability Open,4,5636.19,32957210190.0,1,21.92,0,0,102851099.38,-0.02946,-0.02995,-0.03083,-0.03537
1679,2026-02-14,Together AI Multi-Lab,20,24165.35,158580795431.0,4,2060.48,0,0,79255041.38,0.03664,0.03905,0.04019,0.03846
1680,2026-02-14,xAI Internal,74,136789.39,1629977760044.0,21,1589.23,0,0,0.0,0.07646,0.07396,0.08097,0.08641
1681,2026-02-15,Anthropic Research,77,151364.11,1352066694235.0,24,1700.91,0,0,340836518.38,0.09629,0.09394,0.1009,0.10359
1682,2026-02-15,Cohere Inference,12,15775.6,111360124477.0,2,2916.91,0,0,0.0,0.02836,0.02878,0.03143,0.03273
1683,2026-02-15,OpenAI Pretrain,86,172486.87,1820918603259.0,25,1949.08,0,0,176219863.13,0.11738,0.12455,0.11842,0.11524
1684,2026-02-15,Stability Open,4,5067.35,34345341614.0,0,23.02,0,0,104813765.25,-0.03537,-0.02487,-0.03021,-0.02052
1685,2026-02-15,Together AI Multi-Lab,20,25741.05,168960526102.0,3,1909.4,0,0,0.0,0.03846,0.04067,0.04124,0.04801
1686,2026-02-15,xAI Internal,73,153497.71,1454510672681.0,22,1516.51,0,0,246625944.54,0.08641,0.08381,0.07962,0.0743
1687,2026-02-16,Anthropic Research,77,135030.0,1518562793580.0,24,1902.87,0,0,97850423.46,0.10359,0.09878,0.10159,0.10363
1688,2026-02-16,Cohere Inference,12,15534.51,88180555576.0,4,3003.46,0,0,46532775.88,0.03273,0.02554,0.03138,0.02518
1689,2026-02-16,OpenAI Pretrain,83,143394.75,1616142567535.0,25,1768.66,1,0,0.0,0.11524,0.12067,0.1182,0.11909
1690,2026-02-16,Stability Open,4,4643.05,35986916014.0,2,21.16,0,0,0.0,-0.02052,-0.03043,-0.02986,-0.02795
1691,2026-02-16,Together AI Multi-Lab,18,20772.46,152936252803.0,5,1524.25,0,0,0.0,0.04801,0.03331,0.04354,0.04944
1692,2026-02-16,xAI Internal,69,131345.81,1400290445051.0,20,1671.47,0,0,0.0,0.0743,0.08013,0.08007,0.08334
1693,2026-02-17,Anthropic Research,76,145090.33,1512317000806.0,22,1515.29,0,0,0.0,0.10363,0.10255,0.10169,0.10323
1694,2026-02-17,Cohere Inference,11,14792.86,84175086322.0,1,2743.15,0,0,0.0,0.02518,0.03053,0.03102,0.02807
1695,2026-02-17,OpenAI Pretrain,82,154841.36,1497114809859.0,25,1743.67,0,0,0.0,0.11909,0.12169,0.11747,0.11661
1696,2026-02-17,Stability Open,3,3777.68,25748369299.0,0,17.27,0,0,0.0,-0.02795,-0.03262,-0.0287,-0.0245
1697,2026-02-17,Together AI Multi-Lab,18,21643.97,140123204255.0,5,1949.92,0,0,0.0,0.04944,0.0444,0.04292,0.04004
1698,2026-02-17,xAI Internal,63,115717.15,1151082133922.0,19,1497.81,1,0,0.0,0.08334,0.0812,0.07906,0.07411
1699,2026-02-18,Anthropic Research,78,147685.13,1562379636114.0,24,1980.56,0,0,0.0,0.10323,0.09636,0.10217,0.09975
1700,2026-02-18,Cohere Inference,11,13504.74,93752329795.0,2,2726.48,0,0,0.0,0.02807,0.03948,0.029,0.02534
1701,2026-02-18,OpenAI Pretrain,85,168231.46,1893027213358.0,25,2117.45,0,0,0.0,0.11661,0.11756,0.11615,0.10829
1702,2026-02-18,Stability Open,3,4238.56,27333602519.0,1,17.39,0,0,0.0,-0.0245,-0.03019,-0.02919,-0.03363
1703,2026-02-18,Together AI Multi-Lab,18,22122.66,134358697400.0,4,1816.1,0,0,0.0,0.04004,0.04231,0.04392,0.0493
1704,2026-02-18,xAI Internal,65,131835.13,1369970475909.0,19,1444.3,0,0,0.0,0.07411,0.0812,0.07988,0.08695
1705,2026-02-19,Anthropic Research,78,158708.01,1601753980204.0,23,2008.48,0,0,0.0,0.09975,0.10781,0.10175,0.10484
1706,2026-02-19,Cohere Inference,11,12777.64,101058842564.0,1,2608.84,0,0,0.0,0.02534,0.02476,0.03008,0.03227
1707,2026-02-19,OpenAI Pretrain,83,159355.0,1508428637749.0,25,1970.29,0,0,0.0,0.10829,0.12126,0.11589,0.11949
1708,2026-02-19,Stability Open,3,4170.92,28515782495.0,0,17.96,0,0,0.0,-0.03363,-0.03289,-0.02932,-0.03379
1709,2026-02-19,Together AI Multi-Lab,17,21118.61,148318131386.0,4,1566.3,0,0,0.0,0.0493,0.04552,0.04273,0.0372
1710,2026-02-19,xAI Internal,65,121486.53,1315394317251.0,22,1466.18,0,0,0.0,0.08695,0.07761,0.07967,0.07613
1711,2026-02-20,Anthropic Research,80,138868.27,1754341739220.0,24,1877.46,0,0,0.0,0.10484,0.10089,0.10208,0.10323
1712,2026-02-20,Cohere Inference,11,14125.87,99410128272.0,4,3030.82,1,0,0.0,0.03227,0.03859,0.03022,0.0396
1713,2026-02-20,OpenAI Pretrain,86,158829.87,1922162538094.0,25,2097.17,0,0,0.0,0.11949,0.11515,0.11629,0.1179
1714,2026-02-20,Stability Open,3,3929.08,27029356597.0,0,17.88,0,1,0.0,-0.03379,-0.02946,-0.02889,-0.02644
1715,2026-02-20,Together AI Multi-Lab,18,21172.41,127781911317.0,4,1818.65,0,0,0.0,0.0372,0.03664,0.04241,0.03443
1716,2026-02-20,xAI Internal,65,127688.04,1231037519144.0,20,1529.5,0,0,0.0,0.07613,0.07646,0.07874,0.06996
1717,2026-02-21,Anthropic Research,75,135892.84,1444345015172.0,21,1766.2,0,0,0.0,0.10323,0.09629,0.10284,0.10164
1718,2026-02-21,Cohere Inference,11,13503.77,85301987783.0,3,2652.55,0,0,0.0,0.0396,0.02836,0.03056,0.03076
1719,2026-02-21,OpenAI Pretrain,88,168063.94,1689350341625.0,27,2195.9,0,0,0.0,0.1179,0.11738,0.11699,0.1223
1720,2026-02-21,Stability Open,3,3415.38,22454627728.0,0,15.8,0,0,0.0,-0.02644,-0.03537,-0.02891,-0.03557
1721,2026-02-21,Together AI Multi-Lab,17,22089.02,120553124206.0,4,1801.38,0,0,0.0,0.03443,0.03846,0.04189,0.03479
1722,2026-02-21,xAI Internal,65,123810.37,1454959949313.0,20,1557.19,0,0,0.0,0.06996,0.08641,0.07852,0.08483
1723,2026-02-22,Anthropic Research,75,134274.15,1608799280222.0,22,1890.28,0,0,0.0,0.10164,0.10359,0.10285,0.10363
1724,2026-02-22,Cohere Inference,12,14895.01,106017532853.0,3,3143.02,0,0,0.0,0.03076,0.03273,0.02995,0.02846
1725,2026-02-22,OpenAI Pretrain,86,156852.42,1984832862760.0,26,1853.3,0,0,0.0,0.1223,0.11524,0.1177,0.12021
1726,2026-02-22,Stability Open,3,3797.73,25943150579.0,2,18.29,0,0,0.0,-0.03557,-0.02052,-0.03088,-0.03431
1727,2026-02-22,Together AI Multi-Lab,18,20541.66,137102750566.0,4,1735.07,0,0,0.0,0.03479,0.04801,0.04105,0.04217
1728,2026-02-22,xAI Internal,66,126375.98,1299148470713.0,19,1655.32,0,0,0.0,0.08483,0.0743,0.07945,0.08082
1729,2026-02-23,Anthropic Research,78,141179.73,1542861556061.0,23,1615.69,0,0,0.0,0.10363,0.10363,0.10122,0.09222
1730,2026-02-23,Cohere Inference,12,13559.6,87630376050.0,1,2817.51,0,0,0.0,0.02846,0.02518,0.03,0.02553
1731,2026-02-23,OpenAI Pretrain,86,166326.07,1679233305950.0,27,1872.39,0,0,0.0,0.12021,0.11909,0.11811,0.12194
1732,2026-02-23,Stability Open,3,3824.52,24764211564.0,1,17.51,0,0,0.0,-0.03431,-0.02795,-0.03203,-0.03599
1733,2026-02-23,Together AI Multi-Lab,17,21596.33,134137395298.0,5,1715.79,0,0,0.0,0.04217,0.04944,0.03863,0.03249
1734,2026-02-23,xAI Internal,66,128431.79,1249042273853.0,18,1494.12,0,0,0.0,0.08082,0.08334,0.08039,0.08991
1735,2026-02-24,Anthropic Research,79,146642.2,1500070922298.0,23,1611.0,0,0,0.0,0.09222,0.10323,0.10178,0.10715
1736,2026-02-24,Cohere Inference,13,16602.16,108757641509.0,3,2934.11,0,0,0.0,0.02553,0.02807,0.03016,0.02919
1737,2026-02-24,OpenAI Pretrain,89,168396.86,1744377657285.0,26,1999.67,0,0,0.0,0.12194,0.11661,0.11819,0.11722
1738,2026-02-24,Stability Open,2,2952.96,20397126186.0,0,12.58,0,0,0.0,-0.03599,-0.0245,-0.03264,-0.02876
1739,2026-02-24,Together AI Multi-Lab,18,21085.47,160338883052.0,3,1803.89,0,0,0.0,0.03249,0.04004,0.0389,0.04193
1740,2026-02-24,xAI Internal,63,130981.82,1234024712322.0,19,1291.5,0,0,0.0,0.08991,0.07411,0.08128,0.08037
1741,2026-02-25,Anthropic Research,76,149103.47,1602144005578.0,24,1751.86,0,0,0.0,0.10715,0.09975,0.10183,0.10007
1742,2026-02-25,Cohere Inference,12,14390.55,104450338424.0,3,3178.11,0,0,0.0,0.02919,0.02534,0.0307,0.02907
1743,2026-02-25,OpenAI Pretrain,91,170049.45,1762083366282.0,28,1822.48,1,0,0.0,0.11722,0.10829,0.12103,0.12815
1744,2026-02-25,Stability Open,3,3361.56,20399086349.0,1,15.75,0,0,0.0,-0.02876,-0.03363,-0.03177,-0.0275
1745,2026-02-25,Together AI Multi-Lab,18,21126.21,159876030830.0,5,1880.33,0,0,0.0,0.04193,0.0493,0.037,0.03596
1746,2026-02-25,xAI Internal,67,124728.89,1457008726271.0,21,1456.38,0,0,0.0,0.08037,0.08695,0.08034,0.08035
1747,2026-02-26,Anthropic Research,76,140306.85,1563146373690.0,23,1557.31,0,0,0.0,0.10007,0.10484,0.10148,0.10244
1748,2026-02-26,Cohere Inference,12,16755.76,110166008905.0,3,2867.06,0,0,0.0,0.02907,0.03227,0.03065,0.03192
1749,2026-02-26,OpenAI Pretrain,92,174238.39,1779943494292.0,28,1921.42,0,0,0.0,0.12815,0.11949,0.1203,0.11436
1750,2026-02-26,Stability Open,3,4226.54,24028436947.0,1,17.97,0,0,0.0,-0.0275,-0.03379,-0.03187,-0.03449
1751,2026-02-26,Together AI Multi-Lab,16,20440.06,134666440849.0,4,1690.32,0,0,0.0,0.03596,0.0372,0.03684,0.03612
1752,2026-02-26,xAI Internal,63,116139.94,1131038284439.0,20,1540.6,0,0,0.0,0.08035,0.07613,0.08228,0.08971
1753,2026-02-27,Anthropic Research,77,147856.7,1326172613674.0,22,1929.65,0,0,0.0,0.10244,0.10323,0.10057,0.09683
1754,2026-02-27,Cohere Inference,11,13670.98,97603602779.0,4,2787.48,0,1,0.0,0.03192,0.0396,0.0289,0.02735
1755,2026-02-27,OpenAI Pretrain,95,186400.14,2085270290033.0,30,2234.35,0,0,0.0,0.11436,0.1179,0.12238,0.13247
1756,2026-02-27,Stability Open,3,3537.7,24999058550.0,0,16.42,0,0,0.0,-0.03449,-0.02644,-0.0324,-0.03018
1757,2026-02-27,Together AI Multi-Lab,16,21602.16,121202300012.0,6,1657.55,0,0,0.0,0.03612,0.03443,0.03882,0.04831
1758,2026-02-27,xAI Internal,66,109317.27,1417034681481.0,21,1634.97,0,0,0.0,0.08971,0.06996,0.08373,0.08014
1759,2026-02-28,Anthropic Research,77,145010.39,1488062750245.0,22,1756.07,0,0,0.0,0.09683,0.10164,0.10085,0.10359
1760,2026-02-28,Cohere Inference,12,14803.29,88712365903.0,2,2985.62,0,0,0.0,0.02735,0.03076,0.028,0.0245
1761,2026-02-28,OpenAI Pretrain,93,191979.43,1843457856591.0,29,2310.37,0,0,0.0,0.13247,0.1223,0.12253,0.12334
1762,2026-02-28,Stability Open,3,3889.8,29729441663.0,0,18.59,0,0,0.0,-0.03018,-0.03557,-0.03175,-0.03104
1763,2026-02-28,Together AI Multi-Lab,16,19843.12,128219576493.0,2,1571.4,0,0,0.0,0.04831,0.03479,0.04106,0.05043
1764,2026-02-28,xAI Internal,69,128173.4,1359068522776.0,20,1455.48,0,0,0.0,0.08014,0.08483,0.08234,0.0751
1765,2026-03-01,Anthropic Research,76,128585.01,1378222172596.0,24,1627.69,0,0,0.0,0.10359,0.10363,0.10029,0.09975
1766,2026-03-01,Cohere Inference,12,14129.49,97345331520.0,2,3110.33,0,0,0.0,0.0245,0.02846,0.02686,0.02048
1767,2026-03-01,OpenAI Pretrain,94,177079.64,1957270372409.0,26,2283.04,0,0,0.0,0.12334,0.12021,0.12242,0.11948
1768,2026-03-01,Stability Open,3,3830.9,26168974806.0,0,16.46,0,0,0.0,-0.03104,-0.03431,-0.031,-0.02905
1769,2026-03-01,Together AI Multi-Lab,19,25240.13,183058067450.0,5,1911.29,0,0,0.0,0.05043,0.04217,0.04129,0.04376
1770,2026-03-01,xAI Internal,70,142196.79,1244874672686.0,21,1619.1,0,0,0.0,0.0751,0.08082,0.08271,0.08337
1771,2026-03-02,Anthropic Research,75,135265.64,1416413921098.0,23,1662.17,0,0,0.0,0.09975,0.09222,0.10174,0.10235
1772,2026-03-02,Cohere Inference,12,15604.02,101062801821.0,3,3010.44,0,0,0.0,0.02048,0.02553,0.02681,0.02517
1773,2026-03-02,OpenAI Pretrain,92,172185.61,1857145767597.0,26,2078.58,0,1,0.0,0.11948,0.12194,0.12182,0.11769
1774,2026-03-02,Stability Open,3,3371.19,21902322371.0,2,14.36,0,0,0.0,-0.02905,-0.03599,-0.02945,-0.02511
1775,2026-03-02,Together AI Multi-Lab,18,20013.71,150282037951.0,3,1696.44,0,0,0.0,0.04376,0.03249,0.04224,0.03917
1776,2026-03-02,xAI Internal,70,126726.64,1422329777622.0,22,1590.79,0,0,0.0,0.08337,0.08991,0.08152,0.08157
1777,2026-03-03,Anthropic Research,78,144798.85,1564742742733.0,23,1660.06,0,0,0.0,0.10235,0.10715,0.10075,0.10023
1778,2026-03-03,Cohere Inference,13,16091.52,116826114742.0,5,3249.37,0,0,0.0,0.02517,0.02919,0.02674,0.02872
1779,2026-03-03,OpenAI Pretrain,98,182858.09,1965306710359.0,29,2259.86,0,0,0.0,0.11769,0.11722,0.12123,0.1131
1780,2026-03-03,Stability Open,3,3873.49,27529791429.0,0,20.58,0,0,0.0,-0.02511,-0.02876,-0.02951,-0.02917
1781,2026-03-03,Together AI Multi-Lab,19,23084.34,154823055303.0,4,1724.58,0,0,0.0,0.03917,0.04193,0.041,0.03324
1782,2026-03-03,xAI Internal,71,140239.38,1340434327870.0,21,1753.94,0,0,0.0,0.08157,0.08037,0.0823,0.08586
1783,2026-03-04,Anthropic Research,78,153784.75,1667059213890.0,23,1909.7,0,0,0.0,0.10023,0.10007,0.10022,0.09632
1784,2026-03-04,Cohere Inference,12,15147.63,101180028878.0,3,2838.28,0,0,0.0,0.02872,0.02907,0.02819,0.03922
1785,2026-03-04,OpenAI Pretrain,95,175544.75,1795741046481.0,27,1889.27,0,0,0.0,0.1131,0.12815,0.12012,0.12039
1786,2026-03-04,Stability Open,3,4052.39,27449041849.0,1,16.91,0,0,0.0,-0.02917,-0.0275,-0.03098,-0.03785
1787,2026-03-04,Together AI Multi-Lab,17,20678.11,158918016469.0,4,1657.7,0,0,0.0,0.03324,0.03596,0.04224,0.04468
1788,2026-03-04,xAI Internal,73,137806.23,1378332599596.0,24,1736.33,1,0,0.0,0.08586,0.08035,0.08159,0.07539
1789,2026-03-05,Anthropic Research,79,169205.33,1538614683478.0,24,1729.99,0,0,0.0,0.09632,0.10244,0.09873,0.09206
1790,2026-03-05,Cohere Inference,12,12596.74,105485256317.0,3,2860.35,0,0,0.0,0.03922,0.03192,0.02668,0.02131
1791,2026-03-05,OpenAI Pretrain,96,189169.94,1891824803111.0,29,2178.9,0,0,0.0,0.12039,0.11436,0.12039,0.11627
1792,2026-03-05,Stability Open,4,4445.21,30349975496.0,0,19.84,0,0,0.0,-0.03785,-0.03449,-0.03048,-0.03093
1793,2026-03-05,Together AI Multi-Lab,19,21540.98,163179659407.0,5,1728.43,0,0,0.0,0.04468,0.03612,0.04158,0.03145
1794,2026-03-05,xAI Internal,74,143482.49,1742477043600.0,21,1799.41,0,0,0.0,0.07539,0.08971,0.07945,0.07471
1795,2026-03-06,Anthropic Research,77,132787.81,1617185569450.0,26,1703.95,0,0,0.0,0.09206,0.09683,0.09898,0.09859
1796,2026-03-06,Cohere Inference,11,14852.57,96553474991.0,2,2694.85,0,0,0.0,0.02131,0.02735,0.02733,0.03192
1797,2026-03-06,OpenAI Pretrain,97,170229.31,1948421602319.0,30,2308.96,0,0,0.0,0.11627,0.13247,0.11755,0.11259
1798,2026-03-06,Stability Open,4,4269.68,26712054454.0,0,21.96,0,0,0.0,-0.03093,-0.03018,-0.03068,-0.0316
1799,2026-03-06,Together AI Multi-Lab,18,22995.55,168755446445.0,3,1763.77,0,0,0.0,0.03145,0.04831,0.04082,0.04302
1800,2026-03-06,xAI Internal,74,145928.63,1510202174925.0,22,1656.23,0,0,0.0,0.07471,0.08014,0.07843,0.07299
1801,2026-03-07,Anthropic Research,79,145908.8,1653630454184.0,23,1713.97,0,0,0.0,0.09859,0.10359,0.09876,0.10199
1802,2026-03-07,Cohere Inference,11,13692.7,88681202994.0,1,3051.88,0,0,0.0,0.03192,0.0245,0.02778,0.02766
1803,2026-03-07,OpenAI Pretrain,95,203930.26,1871275988619.0,27,2071.2,0,0,0.0,0.11259,0.12334,0.11674,0.11765
1804,2026-03-07,Stability Open,4,4692.27,30537195822.0,1,19.66,0,0,0.0,-0.0316,-0.03104,-0.03082,-0.03204
1805,2026-03-07,Together AI Multi-Lab,18,22389.21,141906748987.0,4,1980.28,0,0,0.0,0.04302,0.05043,0.03944,0.04077
1806,2026-03-07,xAI Internal,74,139787.69,1595157529712.0,23,1840.79,0,0,0.0,0.07299,0.0751,0.07836,0.07462
1807,2026-03-08,Anthropic Research,78,142359.7,1635541495356.0,24,1808.99,0,0,0.0,0.10199,0.09975,0.09945,0.10464
1808,2026-03-08,Cohere Inference,12,15141.5,107215404024.0,1,2890.09,0,0,0.0,0.02766,0.02048,0.03005,0.03638
1809,2026-03-08,OpenAI Pretrain,99,168859.76,1791302765160.0,29,2120.41,0,1,0.0,0.11765,0.11948,0.11696,0.121
1810,2026-03-08,Stability Open,4,4743.48,28476221670.0,1,21.53,0,0,0.0,-0.03204,-0.02905,-0.03037,-0.02591
1811,2026-03-08,Together AI Multi-Lab,20,24204.7,162306883167.0,6,2002.67,0,0,0.0,0.04077,0.04376,0.03885,0.03962
1812,2026-03-08,xAI Internal,76,163295.09,1544800890715.0,22,1743.38,0,0,0.0,0.07462,0.08337,0.07812,0.08173
1813,2026-03-09,Anthropic Research,83,151782.43,1499659613170.0,25,1923.33,0,0,0.0,0.10464,0.10235,0.09907,0.09964
1814,2026-03-09,Cohere Inference,12,15713.33,107437561845.0,1,3155.37,0,0,0.0,0.03638,0.02517,0.03123,0.03342
1815,2026-03-09,OpenAI Pretrain,98,169992.25,2021995408910.0,29,2176.94,0,0,0.0,0.121,0.11769,0.11782,0.12376
1816,2026-03-09,Stability Open,4,4712.93,34591777044.0,4,22.44,0,0,0.0,-0.02591,-0.02511,-0.03018,-0.02373
1817,2026-03-09,Together AI Multi-Lab,19,22415.22,175900311779.0,4,2130.57,0,0,0.0,0.03962,0.03917,0.03872,0.03829
1818,2026-03-09,xAI Internal,76,140254.09,1683741477663.0,23,1393.39,0,0,0.0,0.08173,0.08157,0.07823,0.08233
1819,2026-03-10,Anthropic Research,80,152178.33,1386742302050.0,23,1937.9,0,1,0.0,0.09964,0.10023,0.09868,0.09754
1820,2026-03-10,Cohere Inference,12,14479.84,101137736680.0,3,3000.88,0,0,0.0,0.03342,0.02872,0.03238,0.03675
1821,2026-03-10,OpenAI Pretrain,96,160345.49,2065280490677.0,29,2063.71,0,0,0.0,0.12376,0.1131,0.11801,0.11443
1822,2026-03-10,Stability Open,4,4522.79,29836372075.0,0,18.56,0,0,0.0,-0.02373,-0.02917,-0.03109,-0.03555
1823,2026-03-10,Together AI Multi-Lab,20,24496.46,166288187390.0,4,2037.28,0,0,0.0,0.03829,0.03324,0.03941,0.03803
1824,2026-03-10,xAI Internal,78,144007.02,1434226577172.0,24,1917.14,0,0,0.0,0.08233,0.08586,0.0771,0.07795
1825,2026-03-11,Anthropic Research,83,167811.01,1617750865244.0,26,1703.36,1,1,0.0,0.09754,0.09632,0.09898,0.0984
1826,2026-03-11,Cohere Inference,12,14034.42,83820964043.0,4,3139.37,0,0,0.0,0.03675,0.03922,0.03088,0.02873
1827,2026-03-11,OpenAI Pretrain,98,193396.82,1985272749309.0,31,2350.6,0,0,0.0,0.11443,0.12039,0.11685,0.11225
1828,2026-03-11,Stability Open,4,4739.74,33248648845.0,2,23.0,0,0,0.0,-0.03555,-0.03785,-0.03072,-0.0353
1829,2026-03-11,Together AI Multi-Lab,20,25921.6,172594785008.0,2,1745.33,0,0,0.0,0.03803,0.04468,0.03911,0.04257
1830,2026-03-11,xAI Internal,77,144668.5,1377623631691.0,23,1765.75,0,0,0.0,0.07795,0.07539,0.07841,0.08457
1831,2026-03-12,Anthropic Research,84,155349.69,1710866483842.0,26,1588.09,0,0,0.0,0.0984,0.09206,0.10031,0.10134
1832,2026-03-12,Cohere Inference,12,14543.02,106609893735.0,2,3171.48,0,0,0.0,0.02873,0.02131,0.03332,0.03839
1833,2026-03-12,OpenAI Pretrain,98,186629.27,2158958448647.0,29,2117.25,0,0,0.0,0.11225,0.11627,0.11681,0.116
1834,2026-03-12,Stability Open,4,4686.78,33323875463.0,0,21.48,0,1,0.0,-0.0353,-0.03093,-0.03111,-0.03363
1835,2026-03-12,Together AI Multi-Lab,20,25882.54,173861852896.0,4,2115.38,0,0,0.0,0.04257,0.03145,0.04076,0.04301
1836,2026-03-12,xAI Internal,78,142204.86,1567585933070.0,24,1848.19,0,0,0.0,0.08457,0.07471,0.0798,0.0844
1837,2026-03-13,Anthropic Research,86,156281.98,1682686503545.0,27,1841.53,0,0,0.0,0.10134,0.09859,0.10119,0.10479
1838,2026-03-13,Cohere Inference,11,15415.97,94180852548.0,2,2473.61,0,0,0.0,0.03839,0.03192,0.03433,0.03899
1839,2026-03-13,OpenAI Pretrain,99,190058.94,1927588655616.0,31,2250.98,0,0,0.0,0.116,0.11259,0.11742,0.11685
1840,2026-03-13,Stability Open,4,4495.35,35791694214.0,1,22.06,0,0,0.0,-0.03363,-0.0316,-0.03214,-0.03881
1841,2026-03-13,Together AI Multi-Lab,19,22878.02,162474652731.0,5,2031.5,0,0,0.0,0.04301,0.04302,0.04018,0.03899
1842,2026-03-13,xAI Internal,79,141734.18,1482902280538.0,23,1802.18,0,0,0.0,0.0844,0.07299,0.08016,0.0755
1843,2026-03-14,Anthropic Research,89,166580.66,1756249522627.0,26,1974.58,0,0,0.0,0.10479,0.10199,0.10022,0.09516
1844,2026-03-14,Cohere Inference,12,16549.15,94035395443.0,4,2710.0,0,0,0.0,0.03899,0.02766,0.03401,0.02543
1845,2026-03-14,OpenAI Pretrain,102,196657.74,1887496469958.0,31,1961.46,0,0,0.0,0.11685,0.11765,0.1156,0.10492
