METRIC_ID,TOWER_ID,TIMESTAMP,LATENCY_MS,THROUGHPUT_MBPS,PACKET_LOSS_PCT,JITTER_MS,SIGNAL_STRENGTH_DBM,ACTIVE_CONNECTIONS,BANDWIDTH_UTILIZATION_PCT,ERROR_RATE
MET-48A8947F-7,TWR-0224,2024-04-23T19:46:00,27.92,310.63,0.349,14.12,-47,1688,94.4,1.895
MET-F3AD4AB9-D,TWR-0224,2024-05-20T02:02:00,47.60,454.37,0.072,9.00,-45,1834,81.5,1.533
MET-69AE09F2-4,TWR-0224,2024-05-21T04:33:00,36.96,109.17,0.447,5.77,-62,936,93.7,3.874
MET-CE773EF9-4,TWR-0224,2024-05-25T18:16:00,33.07,259.42,0.675,3.41,-70,823,31.6,4.064
MET-FD78DA69-8,TWR-0224,2024-06-27T07:14:00,44.64,496.08,0.325,1.92,-57,733,32.2,0.847
MET-0E26D541-4,TWR-0224,2024-06-30T18:00:00,42.43,110.43,1.294,1.45,-47,1215,29.2,0.898
MET-EB3626CF-7,TWR-0224,2024-07-05T03:13:00,10.84,434.02,0.103,10.95,-57,1509,37.1,1.762
MET-6EFA0E7D-B,TWR-0224,2024-07-11T22:53:00,27.70,118.12,1.403,10.84,-60,1759,90.6,4.600
MET-EC8C58B0-A,TWR-0224,2024-07-23T13:41:00,22.79,227.71,1.230,4.29,-41,862,28.7,2.546
MET-BD05EB9D-F,TWR-0224,2024-10-13T12:19:00,22.16,466.39,0.517,13.66,-44,915,30.2,1.056
MET-D1F62EDC-9,TWR-0224,2024-11-13T12:11:00,42.60,287.74,1.024,13.85,-49,1110,63.0,0.668
MET-3B972A2E-B,TWR-0224,2024-11-15T11:41:00,33.17,149.92,0.147,4.31,-52,1716,25.8,1.615
MET-7170AA17-0,TWR-0224,2024-11-26T02:33:00,42.28,431.40,1.330,6.29,-68,1374,66.7,1.307
MET-B40483D6-D,TWR-0224,2024-12-12T07:39:00,36.74,173.47,1.433,12.58,-53,655,34.0,2.695
MET-0BE3963E-7,TWR-0225,2024-01-22T22:26:00,25.70,272.93,0.945,13.49,-55,882,50.6,4.843
MET-A572D489-6,TWR-0225,2024-01-27T23:11:00,12.42,289.96,0.236,2.48,-66,1593,53.6,3.126
MET-0D0D841D-6,TWR-0225,2024-03-04T16:49:00,17.79,233.71,0.725,4.79,-49,1605,26.4,3.502
MET-0F7C7A6E-1,TWR-0225,2024-03-18T05:12:00,48.55,138.07,0.434,1.60,-46,319,67.5,1.455
MET-1C0D6FA8-D,TWR-0225,2024-04-01T01:43:00,44.36,351.97,0.068,12.96,-43,81,40.6,1.083
MET-9D5798DC-C,TWR-0225,2024-04-16T11:36:00,27.34,328.74,0.240,9.50,-43,965,50.6,4.559
MET-5834698B-5,TWR-0225,2024-04-25T16:01:00,41.36,324.36,1.398,1.33,-70,170,89.9,0.291
MET-CBAE667A-0,TWR-0225,2024-05-05T14:09:00,27.00,444.29,1.381,14.00,-55,1909,83.1,4.266
MET-8B0DB03B-8,TWR-0225,2024-06-11T23:35:00,32.69,462.63,1.192,8.81,-67,308,33.1,0.666
MET-322E7C30-4,TWR-0225,2024-07-05T23:31:00,16.29,353.98,0.387,10.85,-68,728,75.8,2.782
MET-3B764E9B-3,TWR-0225,2024-07-19T15:55:00,47.72,215.23,1.111,3.40,-53,1599,58.1,0.254
MET-D535E3EC-E,TWR-0225,2024-07-30T22:44:00,10.44,387.96,0.471,7.62,-44,203,28.1,1.010
MET-F8D7903D-9,TWR-0225,2024-08-05T17:03:00,37.79,322.83,0.014,12.96,-67,1895,46.3,0.594
MET-217509D1-8,TWR-0225,2024-08-16T05:42:00,22.07,262.51,0.044,14.05,-50,898,68.8,0.314
MET-82D4625C-8,TWR-0225,2024-08-22T11:40:00,25.61,146.55,0.914,2.15,-50,568,34.2,1.138
MET-0119CA56-D,TWR-0225,2024-09-17T09:34:00,36.75,253.15,0.340,8.61,-57,1191,80.4,2.596
MET-A7AE65CA-3,TWR-0225,2024-10-18T12:26:00,48.82,423.15,0.055,5.80,-44,1095,92.0,2.133
MET-623A4344-8,TWR-0225,2024-10-31T06:27:00,20.57,334.01,0.083,10.36,-48,271,65.9,1.771
MET-AAF9CFCF-2,TWR-0225,2024-11-21T22:35:00,49.01,280.66,1.254,10.52,-53,653,60.1,2.477
MET-E5601418-F,TWR-0225,2024-12-16T07:54:00,20.16,161.34,0.510,1.27,-67,1527,73.8,3.291
MET-7E01225D-A,TWR-0226,2024-01-14T03:58:00,32.59,136.32,1.018,1.49,-67,525,73.0,3.260
MET-B9BACB3F-A,TWR-0226,2024-02-10T05:16:00,43.85,226.66,0.967,13.94,-41,78,62.8,3.557
MET-110F82F0-1,TWR-0226,2024-02-24T22:42:00,13.98,314.65,1.138,4.33,-61,1096,74.2,4.519
MET-C641A94F-7,TWR-0226,2024-02-25T19:59:00,37.52,396.02,0.790,13.67,-61,692,80.3,0.582
MET-1D18D803-1,TWR-0226,2024-03-07T05:09:00,23.32,175.38,0.967,14.65,-51,1276,20.8,1.672
MET-8CFC9B91-2,TWR-0226,2024-03-30T10:50:00,11.60,305.75,0.896,7.60,-62,1642,40.0,2.991
MET-F1480BB1-5,TWR-0226,2024-04-08T17:30:00,13.75,406.47,1.292,10.30,-67,465,42.6,3.323
MET-F92A8BB6-3,TWR-0226,2024-04-11T07:09:00,13.12,411.03,1.357,7.85,-41,1550,59.3,0.879
MET-23AADF91-A,TWR-0226,2024-05-11T04:47:00,17.20,148.30,0.777,13.18,-40,828,50.7,0.105
MET-823A051F-B,TWR-0226,2024-05-23T14:33:00,46.38,152.27,1.453,13.34,-52,829,40.7,0.745
MET-18C702C7-0,TWR-0226,2024-06-17T11:09:00,25.03,279.33,0.949,12.51,-70,638,89.1,1.157
MET-B0F0B297-1,TWR-0226,2024-06-25T12:36:00,31.61,372.12,0.614,14.97,-51,780,81.2,3.525
MET-081DAC27-C,TWR-0226,2024-07-13T03:10:00,38.50,334.34,1.030,8.39,-60,1772,29.5,2.252
MET-1276EBA8-6,TWR-0226,2024-07-18T15:28:00,16.99,275.52,1.294,4.10,-61,1326,77.4,1.932
MET-F3B2A2EB-8,TWR-0226,2024-07-22T02:39:00,49.71,473.76,0.416,2.71,-48,1902,89.6,1.553
MET-5FE79B69-C,TWR-0226,2024-07-29T07:16:00,28.66,406.52,0.944,1.31,-60,1610,90.4,3.791
MET-284924B7-6,TWR-0226,2024-09-27T20:48:00,14.31,468.48,0.798,12.28,-56,920,25.3,1.518
MET-6991C6CD-A,TWR-0226,2024-10-19T12:04:00,28.27,142.11,1.092,14.86,-58,1730,23.6,2.199
MET-7B34CB01-9,TWR-0226,2024-10-22T00:22:00,28.20,138.25,0.406,6.30,-66,738,24.1,4.838
MET-7DB2D707-D,TWR-0226,2024-11-19T06:54:00,21.92,159.58,0.725,14.94,-58,1562,47.1,4.583
MET-33C1F33E-E,TWR-0227,2024-02-07T05:54:00,22.87,330.45,0.656,9.00,-57,354,87.1,4.643
MET-02151BDC-8,TWR-0227,2024-03-27T01:32:00,22.18,134.00,0.015,12.67,-69,741,80.6,2.571
MET-FFE68B97-E,TWR-0227,2024-04-10T05:59:00,39.84,233.38,0.532,14.41,-42,225,21.3,3.664
MET-99401EB1-8,TWR-0227,2024-04-21T11:50:00,37.82,486.76,0.353,2.05,-44,147,70.4,2.593
MET-583DDE43-A,TWR-0227,2024-04-28T20:03:00,24.12,138.19,0.153,14.64,-60,1157,48.0,2.225
MET-BC09EBD9-1,TWR-0227,2024-05-01T03:20:00,48.19,288.71,0.935,13.63,-64,1997,85.3,3.850
MET-914ED1AC-F,TWR-0227,2024-05-24T01:55:00,49.92,364.86,0.867,12.45,-43,850,52.0,3.171
MET-3F563485-0,TWR-0227,2024-05-31T21:37:00,46.52,330.96,0.460,10.86,-43,722,39.1,3.875
MET-34FCF427-1,TWR-0227,2024-06-03T00:34:00,19.65,173.21,1.325,1.57,-66,838,90.9,1.556
MET-00B10807-3,TWR-0227,2024-06-08T12:50:00,22.15,289.02,0.212,14.10,-57,1238,77.1,4.570
MET-899A3FC3-4,TWR-0227,2024-06-10T13:23:00,31.24,140.74,0.761,6.82,-57,995,24.1,2.398
MET-A6D4880C-6,TWR-0227,2024-08-05T01:30:00,21.21,104.85,0.685,9.22,-69,1499,51.3,2.457
MET-D6D5C46D-1,TWR-0227,2024-08-06T18:12:00,41.77,204.54,1.021,8.45,-49,1739,52.7,0.789
MET-FB9AB419-E,TWR-0227,2024-08-31T06:10:00,44.88,330.13,0.337,8.48,-61,1655,76.3,4.357
MET-7300402B-4,TWR-0227,2024-09-23T11:36:00,46.23,405.51,0.707,12.27,-61,1539,67.5,4.005
MET-E51E3C1D-F,TWR-0227,2024-10-06T12:58:00,30.87,376.06,1.071,1.17,-51,697,88.7,1.086
MET-8DB72F70-B,TWR-0227,2024-10-30T10:03:00,12.06,157.51,0.945,2.03,-57,2000,38.7,3.281
MET-CAB9B90F-5,TWR-0227,2024-11-10T03:34:00,31.00,470.91,0.168,5.24,-54,823,81.7,3.861
MET-9D59DCCD-8,TWR-0227,2024-11-14T06:59:00,29.54,291.24,0.279,2.26,-42,466,20.6,4.825
MET-665F3FD7-F,TWR-0227,2024-11-30T02:36:00,43.01,192.16,1.126,5.43,-45,680,89.4,2.601
MET-CEEAFF57-D,TWR-0228,2024-01-08T01:54:00,45.21,378.97,0.013,11.78,-63,335,52.3,1.625
MET-0CB79237-3,TWR-0228,2024-01-14T21:32:00,18.48,273.70,0.959,14.12,-42,346,34.1,1.220
MET-E1D29E67-1,TWR-0228,2024-02-12T07:50:00,38.62,496.56,1.176,7.66,-49,1094,26.8,4.804
MET-EE51079C-B,TWR-0228,2024-03-30T03:06:00,36.05,446.97,0.044,8.45,-46,175,46.3,0.334
MET-40E109C1-A,TWR-0228,2024-04-17T06:03:00,19.90,288.06,0.499,12.53,-44,1835,69.3,2.466
MET-E66B53E7-7,TWR-0228,2024-04-22T22:29:00,23.45,224.24,0.327,13.18,-66,773,68.5,2.680
MET-105C0F1D-4,TWR-0228,2024-04-25T18:54:00,29.89,197.50,1.052,2.48,-47,156,20.3,3.703
MET-86CAF212-8,TWR-0228,2024-04-30T19:32:00,38.79,287.88,0.767,12.85,-48,895,51.7,3.222
MET-EA2F66D5-5,TWR-0228,2024-05-07T17:24:00,26.63,416.13,0.205,2.00,-66,1883,62.0,1.771
MET-2D01C49A-C,TWR-0228,2024-06-10T18:59:00,12.93,151.32,0.231,7.94,-56,1572,73.0,3.032
MET-00804E23-D,TWR-0228,2024-07-19T16:41:00,20.55,216.08,0.136,5.01,-42,1335,94.2,0.981
MET-0491B22A-8,TWR-0228,2024-08-15T14:00:00,18.05,221.01,0.647,13.90,-40,1937,82.6,1.187
MET-C7599344-8,TWR-0228,2024-08-26T07:07:00,42.75,354.27,1.359,3.36,-68,290,64.8,3.526
MET-1AF08C1D-C,TWR-0228,2024-08-27T10:19:00,40.93,209.71,0.650,1.38,-66,323,51.8,1.400
MET-F6DBA1D6-F,TWR-0228,2024-09-17T21:09:00,16.58,191.18,0.244,1.46,-49,1944,32.2,2.034
MET-25C6742F-C,TWR-0228,2024-09-20T22:59:00,14.88,414.74,0.664,5.46,-45,1757,26.2,4.160
MET-E5C913F3-5,TWR-0228,2024-11-17T19:51:00,33.16,258.37,0.449,5.94,-54,1446,46.4,2.610
MET-D8B3E489-D,TWR-0228,2024-11-23T07:49:00,41.86,165.20,1.086,3.53,-64,465,36.6,4.481
MET-79F88D0F-0,TWR-0228,2024-11-25T22:03:00,33.56,399.82,0.628,14.73,-65,468,90.2,4.686
MET-8D95DA63-D,TWR-0228,2024-12-06T01:11:00,32.79,496.94,0.912,1.88,-44,1665,87.6,2.163
MET-BF8FDC0A-E,TWR-0229,2024-02-23T14:26:00,12.70,145.70,0.980,2.33,-54,698,20.0,3.725
MET-0C310207-2,TWR-0229,2024-02-28T21:52:00,33.35,194.53,0.020,13.40,-65,1224,77.5,4.697
MET-C1D653F8-1,TWR-0229,2024-03-07T09:04:00,24.92,204.97,1.027,5.40,-54,1658,55.7,2.823
MET-A7FB618E-6,TWR-0229,2024-03-25T01:15:00,28.03,121.99,0.141,3.63,-64,1295,55.9,1.827
MET-FD7A0BEB-3,TWR-0229,2024-04-08T03:28:00,39.36,118.98,0.119,3.31,-57,1009,32.5,3.343
MET-D98D86D2-2,TWR-0229,2024-04-20T02:40:00,39.11,282.53,1.274,10.74,-47,302,40.7,1.720
MET-5FE51703-0,TWR-0229,2024-06-08T13:53:00,27.61,102.97,0.096,8.02,-47,648,67.6,4.129
MET-87B18A2A-E,TWR-0229,2024-06-24T22:26:00,19.27,334.89,1.282,14.05,-48,1253,52.4,3.689
MET-C1BB5C72-A,TWR-0229,2024-07-17T14:29:00,13.37,477.71,1.187,9.36,-57,808,44.3,4.148
MET-3C1DD231-4,TWR-0229,2024-08-13T07:13:00,13.51,153.33,0.257,14.96,-57,1202,75.0,3.255
MET-7A7988ED-4,TWR-0229,2024-08-18T23:58:00,43.53,451.90,0.854,14.06,-69,316,29.5,1.445
MET-1048176B-8,TWR-0229,2024-08-25T01:02:00,41.54,268.94,0.081,2.28,-54,1419,68.7,2.723
MET-97F40FCA-5,TWR-0229,2024-09-16T09:33:00,28.17,182.03,1.023,3.95,-47,225,63.0,0.561
MET-B4EA0C04-6,TWR-0229,2024-09-22T22:30:00,30.14,382.79,0.684,8.48,-62,641,70.6,2.413
MET-64523E21-1,TWR-0229,2024-09-29T07:39:00,30.80,268.85,1.047,11.49,-63,1105,62.1,3.818
MET-47C13881-E,TWR-0229,2024-10-02T13:06:00,36.37,337.83,0.605,12.92,-66,976,22.2,0.672
MET-FB8BF200-4,TWR-0229,2024-10-20T03:41:00,28.02,384.42,1.062,8.81,-60,1011,56.2,4.865
MET-9DBB793A-C,TWR-0229,2024-11-04T19:46:00,13.67,421.73,0.773,4.53,-40,868,54.7,2.522
MET-69A39FEB-8,TWR-0229,2024-11-14T22:26:00,11.99,476.31,0.968,5.74,-46,1397,52.0,2.068
MET-A64B9BE5-2,TWR-0229,2024-11-17T10:45:00,25.53,313.20,1.115,4.69,-65,775,89.9,0.415
MET-BB5149F8-0,TWR-0230,2024-01-10T22:57:00,40.32,103.97,1.165,11.81,-63,419,77.9,0.526
MET-B0B7DD6E-7,TWR-0230,2024-02-16T05:17:00,25.20,141.62,0.849,9.90,-42,212,27.8,1.686
MET-CA02045E-D,TWR-0230,2024-02-17T18:27:00,49.55,254.41,0.439,14.68,-58,1094,77.8,3.331
MET-9FF64345-0,TWR-0230,2024-03-10T03:59:00,24.74,291.27,0.278,8.65,-61,1221,27.1,3.141
MET-A1E0E43C-2,TWR-0230,2024-03-12T16:29:00,34.50,437.27,1.302,7.30,-43,1598,74.8,3.664
MET-41462B26-0,TWR-0230,2024-04-13T13:32:00,38.24,313.84,0.661,2.99,-43,1061,40.6,3.943
MET-D4608013-6,TWR-0230,2024-04-15T09:37:00,48.12,363.97,0.139,11.71,-70,1588,73.6,0.560
MET-7264E817-6,TWR-0230,2024-04-19T00:47:00,42.16,491.27,1.294,11.17,-59,1389,90.4,3.848
MET-4CBB92B1-1,TWR-0230,2024-05-18T21:25:00,43.27,445.62,0.741,7.05,-51,1242,92.7,4.801
MET-20456D95-2,TWR-0230,2024-05-26T19:27:00,19.76,311.88,0.397,5.09,-68,1196,61.6,4.783
MET-ED1CCE89-B,TWR-0230,2024-05-31T15:05:00,34.45,450.15,0.589,9.51,-51,1481,51.3,1.238
MET-BAE38E5A-C,TWR-0230,2024-06-05T22:39:00,47.68,481.66,0.196,12.77,-48,236,26.7,3.641
MET-3D1B8ACC-4,TWR-0230,2024-06-29T17:03:00,49.07,373.06,0.965,1.54,-54,1701,55.6,0.852
MET-E212BD99-A,TWR-0230,2024-07-09T11:33:00,24.10,421.11,0.064,2.06,-64,876,55.3,3.015
MET-33C947F8-7,TWR-0230,2024-08-17T13:33:00,38.49,289.12,0.554,4.01,-68,1372,78.5,0.742
MET-15050268-9,TWR-0230,2024-08-22T06:01:00,42.47,223.07,0.238,13.51,-55,619,38.9,1.482
MET-F09536D1-0,TWR-0230,2024-09-22T09:56:00,46.65,334.85,0.900,10.34,-46,1825,38.5,4.578
MET-E9BCFECE-B,TWR-0230,2024-09-30T20:23:00,38.68,200.38,0.543,7.73,-55,1924,87.0,2.188
MET-915A1830-B,TWR-0230,2024-10-24T08:39:00,33.91,428.68,1.433,9.14,-56,1112,64.4,1.996
MET-2249CC54-5,TWR-0230,2024-11-29T06:01:00,34.97,164.28,0.014,14.25,-56,1182,20.8,2.010
MET-D5165FD3-B,TWR-0231,2024-01-22T13:37:00,19.76,113.02,0.672,1.10,-64,255,63.1,0.193
MET-0362FFA7-F,TWR-0231,2024-01-25T03:18:00,38.72,478.66,1.143,6.23,-70,885,24.3,0.741
MET-AB1A6D98-0,TWR-0231,2024-02-21T06:18:00,45.53,488.78,1.341,11.90,-67,1003,78.4,2.537
MET-34124838-9,TWR-0231,2024-03-21T16:07:00,15.15,212.27,0.605,4.15,-53,187,20.8,4.104
MET-15D22A8C-9,TWR-0231,2024-04-05T02:30:00,45.38,295.79,0.695,11.66,-56,938,82.6,2.062
MET-46EDE277-C,TWR-0231,2024-05-06T07:49:00,41.63,387.72,0.593,1.91,-45,1684,28.0,1.686
MET-C5EED8AD-C,TWR-0231,2024-05-10T13:51:00,42.65,377.63,0.566,13.02,-61,1256,60.3,1.228
MET-D379A8D7-5,TWR-0231,2024-05-12T17:47:00,42.27,252.67,0.847,1.20,-44,1996,81.3,4.770
MET-9E3A2742-7,TWR-0231,2024-05-20T16:57:00,22.41,144.96,0.579,7.86,-64,1574,34.1,4.003
MET-B187898C-1,TWR-0231,2024-08-29T08:34:00,23.60,275.35,1.424,10.58,-56,233,22.7,0.947
MET-AD08B61F-0,TWR-0231,2024-09-07T18:20:00,13.56,403.59,1.171,5.67,-42,1662,42.1,1.781
MET-E04C0806-3,TWR-0231,2024-10-06T01:58:00,19.44,277.14,0.840,1.66,-66,291,94.3,0.672
MET-CB73D9DC-F,TWR-0231,2024-10-09T04:45:00,39.39,181.25,0.190,3.83,-62,1737,87.0,0.426
MET-ED60E198-D,TWR-0231,2024-10-21T18:14:00,39.52,349.58,0.456,2.98,-54,1594,27.2,0.542
MET-32610EBF-6,TWR-0231,2024-10-22T23:36:00,30.74,434.44,0.915,11.06,-53,222,37.1,1.536
MET-6BF77387-E,TWR-0231,2024-10-28T03:04:00,34.95,112.30,0.492,12.72,-47,1130,83.9,3.247
MET-DFF6E2F6-9,TWR-0231,2024-11-17T04:25:00,44.20,389.05,0.402,14.60,-42,651,79.2,0.882
MET-409C1129-9,TWR-0231,2024-12-03T11:26:00,24.48,279.83,0.536,6.35,-56,1937,88.4,1.661
MET-E5621028-E,TWR-0231,2024-12-03T19:08:00,11.80,462.14,0.836,10.70,-50,806,58.2,3.579
MET-02030749-8,TWR-0231,2024-12-03T21:00:00,26.51,205.16,1.171,9.78,-59,441,89.5,1.640
MET-246296AA-2,TWR-0232,2024-01-21T06:56:00,44.58,444.74,0.304,3.98,-56,1328,50.7,3.265
MET-26F06857-A,TWR-0232,2024-01-21T11:45:00,24.58,320.10,0.493,6.16,-61,622,27.6,4.585
MET-67C87731-7,TWR-0232,2024-02-09T05:30:00,48.14,398.60,1.436,2.18,-46,1350,79.4,3.714
MET-049626D8-A,TWR-0232,2024-02-13T06:04:00,24.46,296.26,0.648,5.23,-44,241,35.5,0.965
MET-DDE8EA83-1,TWR-0232,2024-03-14T06:51:00,26.71,388.40,0.108,6.59,-55,979,39.5,0.530
MET-987F45A9-0,TWR-0232,2024-03-18T07:17:00,36.65,489.12,1.190,4.03,-65,1591,57.9,2.088
MET-A9D6CBA8-9,TWR-0232,2024-03-18T10:27:00,12.80,311.19,0.088,6.50,-65,1838,30.1,3.784
MET-525CF093-6,TWR-0232,2024-04-06T01:01:00,33.49,116.43,1.155,8.60,-70,479,52.2,4.275
MET-9D0864F9-4,TWR-0232,2024-04-06T05:52:00,20.11,436.77,1.416,6.14,-45,514,86.0,2.797
MET-561A1931-9,TWR-0232,2024-04-16T05:05:00,48.78,471.99,1.319,2.72,-51,1697,57.1,4.093
MET-5EF14759-C,TWR-0232,2024-05-19T01:37:00,13.72,300.69,0.928,12.71,-45,1003,32.1,0.477
MET-B6E17255-A,TWR-0232,2024-06-05T17:51:00,16.31,112.58,1.321,8.22,-53,1994,84.4,3.244
MET-255C4985-2,TWR-0232,2024-06-06T01:50:00,13.19,233.02,1.359,12.17,-55,199,89.8,2.819
MET-A6A741FF-7,TWR-0232,2024-07-08T22:32:00,19.93,348.37,1.172,12.14,-44,693,55.8,1.634
MET-E807DAE1-4,TWR-0232,2024-08-23T22:53:00,11.70,366.77,1.267,9.53,-59,203,48.4,4.183
MET-671988A9-B,TWR-0232,2024-09-05T12:47:00,40.46,346.48,0.637,5.09,-41,1203,55.3,3.720
MET-1520C5A2-A,TWR-0232,2024-10-03T05:22:00,12.74,438.06,1.212,3.60,-70,131,56.6,1.193
MET-352DA4A9-0,TWR-0232,2024-10-04T11:39:00,16.27,362.83,0.182,2.46,-55,357,76.7,4.091
MET-7089900A-E,TWR-0232,2024-10-31T03:31:00,48.38,137.45,0.682,6.54,-52,1967,43.8,2.569
MET-FA99F966-6,TWR-0232,2024-12-13T00:47:00,27.63,382.59,0.360,12.83,-57,1878,70.6,4.756
MET-490FE1E5-2,TWR-0233,2024-01-11T17:43:00,31.97,456.46,0.964,5.88,-58,1853,46.5,0.601
MET-D837E9E1-9,TWR-0233,2024-02-10T07:01:00,25.43,316.07,0.410,13.93,-42,351,91.1,2.596
MET-9F4B5978-5,TWR-0233,2024-02-26T11:20:00,17.12,465.91,0.588,11.63,-58,1572,31.2,3.001
MET-0144B78A-6,TWR-0233,2024-03-01T01:39:00,18.32,344.03,1.361,11.10,-70,1718,21.2,2.658
MET-4106618D-D,TWR-0233,2024-04-21T21:14:00,47.64,183.49,1.169,2.77,-45,1505,52.2,2.635
MET-AE84E0C5-2,TWR-0233,2024-06-04T02:59:00,34.61,291.64,0.395,4.52,-66,533,72.3,3.849
MET-EF70549A-8,TWR-0233,2024-06-23T02:54:00,31.09,439.35,0.063,9.76,-47,1511,92.9,3.848
MET-6FD748F7-9,TWR-0233,2024-06-27T03:49:00,49.38,337.03,1.111,5.19,-68,818,48.6,4.550
MET-E2124892-3,TWR-0233,2024-07-02T11:50:00,12.55,379.09,1.477,2.97,-41,318,28.0,3.543
MET-C5245861-1,TWR-0233,2024-07-10T05:08:00,41.20,436.25,0.708,5.55,-60,716,48.0,0.803
MET-9673DBA9-5,TWR-0233,2024-07-13T09:28:00,21.77,325.72,0.047,12.15,-48,797,35.5,3.166
MET-7B5DD377-0,TWR-0233,2024-07-17T02:20:00,14.11,304.83,0.419,8.79,-44,1161,93.5,1.448
MET-2F9ACE6F-6,TWR-0233,2024-08-03T02:01:00,40.44,410.11,0.984,10.50,-68,136,21.5,1.817
MET-43F6FA52-C,TWR-0233,2024-08-21T00:53:00,46.47,222.85,0.076,6.17,-40,1230,36.3,2.811
MET-1C6A58C9-7,TWR-0233,2024-08-25T06:41:00,15.11,445.35,1.217,6.61,-44,466,68.9,1.687
MET-B72849E8-7,TWR-0233,2024-10-14T06:38:00,34.81,309.46,0.416,11.98,-52,633,60.7,0.532
MET-14A46338-E,TWR-0233,2024-11-13T13:13:00,30.33,414.83,1.137,5.75,-60,309,32.2,1.070
MET-455B8C95-C,TWR-0233,2024-11-16T05:21:00,48.93,410.35,0.524,3.59,-65,99,27.2,0.509
MET-F5A7DC84-3,TWR-0233,2024-12-01T12:09:00,48.07,470.97,0.897,11.37,-40,1805,24.8,2.609
MET-034567AB-E,TWR-0233,2024-12-15T14:18:00,31.67,112.87,0.583,10.76,-70,703,79.1,0.321
MET-7D539B9A-C,TWR-0234,2024-01-07T07:23:00,38.12,260.86,0.770,12.19,-70,1957,25.0,4.112
MET-035D7E81-6,TWR-0234,2024-01-18T22:36:00,43.27,256.94,0.619,7.82,-63,1520,61.0,3.225
MET-95E8FBD0-5,TWR-0234,2024-02-06T02:58:00,39.59,147.99,0.854,13.16,-53,595,22.6,0.834
MET-52198B51-0,TWR-0234,2024-02-29T23:42:00,46.72,404.38,0.091,3.04,-64,1213,62.8,4.534
MET-6F6EA14A-C,TWR-0234,2024-03-05T02:35:00,13.94,327.03,1.353,3.60,-40,902,43.6,3.277
MET-92A32A93-2,TWR-0234,2024-03-24T09:50:00,13.59,319.65,0.812,8.27,-52,659,85.3,0.273
MET-82BE739C-2,TWR-0234,2024-03-30T13:18:00,18.41,274.72,1.030,12.98,-41,1045,71.5,3.554
MET-B6397F7E-0,TWR-0234,2024-06-07T11:59:00,28.53,278.00,0.970,9.24,-43,1046,38.7,4.287
MET-05D86E98-2,TWR-0234,2024-06-08T19:35:00,15.47,254.57,1.480,8.07,-57,1037,24.5,3.238
MET-8358FD21-3,TWR-0234,2024-06-19T07:59:00,28.32,430.52,0.842,14.14,-61,1997,31.0,4.264
MET-9A5FD565-A,TWR-0234,2024-06-22T12:22:00,33.19,224.05,0.921,5.89,-53,1333,26.1,1.252
MET-4203A1C2-D,TWR-0234,2024-08-25T17:13:00,46.01,209.89,0.278,1.11,-61,1313,40.4,2.510
MET-DCB6D207-8,TWR-0234,2024-09-28T18:57:00,31.13,175.50,0.734,6.41,-47,488,65.1,4.148
MET-B4692A5A-2,TWR-0234,2024-10-03T08:52:00,44.90,128.47,0.279,11.17,-46,1306,51.1,2.537
MET-DFB264CB-5,TWR-0234,2024-10-29T10:26:00,22.16,309.83,0.741,3.04,-56,362,91.8,3.728
MET-02C9C120-E,TWR-0234,2024-11-05T16:42:00,30.90,200.13,0.735,2.06,-69,81,36.6,4.699
MET-C14A7022-5,TWR-0234,2024-11-07T14:19:00,35.99,475.81,0.906,9.73,-44,1882,67.4,4.504
MET-5BC70013-0,TWR-0234,2024-11-14T03:51:00,35.58,413.61,1.302,11.68,-49,168,92.1,3.239
MET-2ECC7233-4,TWR-0234,2024-12-03T01:48:00,27.67,172.92,0.825,3.31,-43,955,60.3,4.986
MET-3646FAEA-3,TWR-0234,2024-12-15T15:50:00,42.11,363.14,0.133,5.01,-70,1483,82.8,1.737
MET-B7E23141-2,TWR-0235,2024-01-13T01:32:00,33.80,449.08,1.310,13.32,-66,565,53.6,2.882
MET-03E62697-B,TWR-0235,2024-01-13T04:28:00,27.99,198.01,1.439,14.61,-69,579,92.9,4.521
MET-9026FC30-F,TWR-0235,2024-02-23T23:59:00,27.62,417.11,1.114,4.70,-68,849,56.3,3.845
MET-B7124987-7,TWR-0235,2024-03-22T19:06:00,43.20,406.92,0.483,9.46,-50,1708,77.6,0.367
MET-C4D3BFC4-A,TWR-0235,2024-03-23T05:31:00,11.54,324.73,0.317,7.13,-68,1389,60.7,0.982
MET-2247B1CE-6,TWR-0235,2024-04-02T01:36:00,43.81,179.10,0.173,5.00,-47,65,25.0,0.991
MET-8BBD3CEA-E,TWR-0235,2024-04-04T12:11:00,15.85,238.98,0.025,1.53,-49,1933,89.2,1.090
MET-FB9D9E87-C,TWR-0235,2024-04-06T16:29:00,49.39,137.07,1.126,4.02,-69,1228,31.4,1.836
MET-ECFC0506-1,TWR-0235,2024-04-07T16:36:00,45.89,153.08,1.118,1.82,-55,789,69.8,4.198
MET-70FFC403-F,TWR-0235,2024-05-20T04:51:00,35.23,300.22,1.256,1.74,-45,571,93.8,0.878
MET-95AE45B1-F,TWR-0235,2024-06-03T13:28:00,20.89,193.96,0.102,1.46,-62,1216,57.7,1.221
MET-536CBEAD-E,TWR-0235,2024-06-15T10:35:00,36.11,404.09,1.206,11.48,-70,1265,31.0,4.881
