EQUIPMENT_ID,TOWER_ID,EQUIPMENT_TYPE,PART_ID,MANUFACTURER,MODEL,SERIAL_NUMBER,INSTALL_DATE,FIRMWARE_VERSION,STATUS
EQP-00509,TWR-0066,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,A522F865-BEC8-474,2024-02-28,v1.5.8-OUTDATED,FAILING
EQP-00510,TWR-0066,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,D6FDD024-C110-191,2024-04-17,v2.4.0,OPERATIONAL
EQP-00511,TWR-0066,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,BB4AC8D9-5AFD-497,2023-06-28,v2.4.0,OPERATIONAL
EQP-00512,TWR-0066,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,FB84EF10-162E-913,2022-06-14,v2.0.2-OUTDATED,FAILING
EQP-00513,TWR-0066,BASEBAND_UNIT,PART-BBU-E1,Huawei,BBU-E1,D2C506DE-1D47-108,2024-06-05,v1.1.0-OUTDATED,WARNING
EQP-00514,TWR-0066,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,CABD2307-70A0-792,2023-10-05,v1.5.8-OUTDATED,OPERATIONAL
EQP-00515,TWR-0066,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,D1D8DBA0-B7DA-074,2024-03-21,v2.0.1,WARNING
EQP-00516,TWR-0066,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,143F2D3A-169B-871,2024-01-14,v1.0.4,OPERATIONAL
EQP-00517,TWR-0067,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,844F9E67-DB38-213,2023-11-25,v1.2.7,FAILING
EQP-00518,TWR-0067,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,0DE0A155-8E76-092,2024-03-19,v1.3.0,OPERATIONAL
EQP-00519,TWR-0067,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,57148E58-E540-907,2022-04-12,v1.1.0-OUTDATED,FAILING
EQP-00520,TWR-0067,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,32B5B904-0174-089,2023-01-08,v1.3.0,OPERATIONAL
EQP-00521,TWR-0067,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,7FA67169-0E8C-275,2024-02-01,v1.0.4,OPERATIONAL
EQP-00522,TWR-0067,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,5E8A3F30-7DED-552,2024-04-15,v1.2.7,OPERATIONAL
EQP-00523,TWR-0067,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,772C5359-4559-713,2023-09-08,v1.0.4,OPERATIONAL
EQP-00524,TWR-0067,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,25A315AA-2A3B-565,2022-04-26,v3.0.0,WARNING
EQP-00525,TWR-0067,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,5D6BB0E5-C795-852,2022-04-17,v1.3.0,WARNING
EQP-00526,TWR-0067,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,E3E00184-9D08-738,2023-01-22,v1.0.4,WARNING
EQP-00527,TWR-0067,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,EA0862F3-13D9-819,2023-02-25,v1.3.0,WARNING
EQP-00528,TWR-0067,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,16384F65-F827-254,2023-10-15,v2.1.3,WARNING
EQP-00529,TWR-0067,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,9BFB5387-5CE6-680,2024-06-15,v1.1.0-OUTDATED,WARNING
EQP-00530,TWR-0067,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,05B7C716-6D22-141,2023-06-02,v2.4.0,WARNING
EQP-00531,TWR-0068,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,F9DD993F-CDF5-143,2024-02-23,v3.0.0,OPERATIONAL
EQP-00532,TWR-0068,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,7FB45964-3A01-042,2023-10-31,v1.5.8-OUTDATED,OPERATIONAL
EQP-00533,TWR-0068,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,0619006B-17CA-749,2022-10-15,v1.2.7,OPERATIONAL
EQP-00534,TWR-0068,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,F2960FB3-0A80-985,2023-10-17,v1.2.7,OPERATIONAL
EQP-00535,TWR-0068,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,73470531-2565-689,2023-04-21,v2.4.0,OPERATIONAL
EQP-00536,TWR-0068,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,3FB70EB7-2143-209,2023-01-07,v2.1.3,OPERATIONAL
EQP-00537,TWR-0068,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,05DD0AF9-6736-935,2023-07-12,v2.1.3,OPERATIONAL
EQP-00538,TWR-0069,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,61E2B442-6A60-263,2022-05-26,v3.0.0,OPERATIONAL
EQP-00539,TWR-0069,BASEBAND_UNIT,PART-BBU-F1,Samsung,BBU-F1,6EFF1707-9C50-453,2023-01-25,v1.0.4,OPERATIONAL
EQP-00540,TWR-0069,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,9196BF3C-2F7B-776,2023-07-08,v2.0.2-OUTDATED,WARNING
EQP-00541,TWR-0069,BASEBAND_UNIT,PART-BBU-F1,Samsung,BBU-F1,6C7A9714-F8A4-705,2023-03-20,v3.0.0,OPERATIONAL
EQP-00542,TWR-0069,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,32694344-B772-544,2024-05-26,v3.0.0,OPERATIONAL
EQP-00543,TWR-0069,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,B74500CD-FAE6-253,2022-08-12,v3.0.0,WARNING
EQP-00544,TWR-0069,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,3B0FC6B2-6110-795,2023-11-09,v3.0.0,OPERATIONAL
EQP-00545,TWR-0069,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,EFFF0CB2-2FE5-074,2022-10-31,v2.1.3,OPERATIONAL
EQP-00546,TWR-0070,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,0A60FDEF-0CCC-264,2022-12-22,v1.5.8-OUTDATED,WARNING
EQP-00547,TWR-0070,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,E1ACC9CE-C134-342,2022-11-25,v1.2.7,FAILING
EQP-00548,TWR-0070,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,3A1CAF04-E780-761,2022-08-19,v1.2.7,FAILING
EQP-00549,TWR-0070,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,F53977F5-692D-229,2022-08-09,v3.0.0,WARNING
EQP-00550,TWR-0070,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,059BEC5D-3358-202,2024-03-30,v1.1.0-OUTDATED,FAILING
EQP-00551,TWR-0070,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,46966F61-BB3D-391,2022-05-18,v1.2.7,OPERATIONAL
EQP-00552,TWR-0070,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,2B37BD7E-4D41-724,2023-11-21,v1.2.7,OPERATIONAL
EQP-00553,TWR-0070,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,EE19B900-AD20-403,2022-10-13,v1.5.8-OUTDATED,OPERATIONAL
EQP-00554,TWR-0070,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,FE8F3F77-0237-189,2022-04-04,v1.2.7,WARNING
EQP-00555,TWR-0070,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,9D18F621-E61D-801,2023-10-03,v1.3.0,WARNING
EQP-00556,TWR-0071,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,113286C1-BE2A-508,2022-03-28,v2.4.0,OPERATIONAL
EQP-00557,TWR-0071,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,4CD513D9-60C7-544,2024-02-08,v2.1.3,OPERATIONAL
EQP-00558,TWR-0071,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,8E85EAC3-A814-910,2023-06-05,v2.0.2-OUTDATED,OPERATIONAL
EQP-00559,TWR-0071,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,C23F6EC5-FC21-126,2023-11-06,v1.3.0,OPERATIONAL
EQP-00560,TWR-0071,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,24625AF7-B878-957,2022-02-24,v2.0.1,OPERATIONAL
EQP-00561,TWR-0071,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,80E90960-F609-374,2023-08-22,v1.3.0,OPERATIONAL
EQP-00562,TWR-0071,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,2D66C809-A420-845,2022-01-04,v1.3.0,OPERATIONAL
EQP-00563,TWR-0072,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,9D53BA09-064D-976,2023-09-29,v2.0.1,OPERATIONAL
EQP-00564,TWR-0072,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,B01C68B5-AB3A-169,2022-10-10,v3.0.0,WARNING
EQP-00565,TWR-0072,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,CF1A99C1-B427-026,2023-07-29,v2.0.2-OUTDATED,OPERATIONAL
EQP-00566,TWR-0072,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,980C046B-6DEC-038,2023-12-04,v1.0.4,OPERATIONAL
EQP-00567,TWR-0072,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,3EF11B2F-89D3-555,2024-06-28,v1.0.4,OPERATIONAL
EQP-00568,TWR-0072,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,022522D7-56F7-468,2024-04-25,v2.1.3,OPERATIONAL
EQP-00569,TWR-0072,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,07B8DE5D-33F0-352,2023-07-28,v2.1.3,WARNING
EQP-00570,TWR-0072,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,6D48232B-3A59-873,2024-02-26,v2.1.3,WARNING
EQP-00571,TWR-0072,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,0CFA2AAA-68A7-772,2023-10-09,v2.0.2-OUTDATED,OPERATIONAL
EQP-00572,TWR-0073,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,49C7B26B-EAA5-700,2022-11-21,v2.0.2-OUTDATED,WARNING
EQP-00573,TWR-0073,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,039F7DC8-C67B-638,2023-04-26,v2.0.1,WARNING
EQP-00574,TWR-0073,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,6F107059-6349-950,2023-12-13,v2.1.3,WARNING
EQP-00575,TWR-0073,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,82373B5D-47B3-760,2023-06-18,v1.3.0,OPERATIONAL
EQP-00576,TWR-0073,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,A7EC38E4-8C48-552,2022-06-11,v2.4.0,WARNING
EQP-00577,TWR-0073,BASEBAND_UNIT,PART-BBU-F1,Samsung,BBU-F1,292F8B64-7B64-143,2023-05-10,v1.3.0,OPERATIONAL
EQP-00578,TWR-0074,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,A843653F-549C-464,2023-08-31,v1.2.7,OPERATIONAL
EQP-00579,TWR-0074,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,18129302-C96F-385,2024-03-10,v2.0.2-OUTDATED,OPERATIONAL
EQP-00580,TWR-0074,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,5014226F-33F3-829,2023-07-20,v1.3.0,OPERATIONAL
EQP-00581,TWR-0074,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,E8939AF1-20C1-914,2022-11-29,v1.1.0-OUTDATED,OPERATIONAL
EQP-00582,TWR-0074,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,4FB8ECA5-FBFF-548,2022-11-22,v2.0.2-OUTDATED,OPERATIONAL
EQP-00583,TWR-0074,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,FF1A9BF4-FA18-133,2024-05-21,v2.1.3,OPERATIONAL
EQP-00584,TWR-0074,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,CE966F2E-69A1-148,2022-05-27,v1.5.8-OUTDATED,OPERATIONAL
EQP-00585,TWR-0075,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,C191CF63-7BBA-581,2023-07-29,v1.0.4,OPERATIONAL
EQP-00586,TWR-0075,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,33E9DA79-B27B-086,2022-03-08,v2.4.0,OPERATIONAL
EQP-00587,TWR-0075,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,2936240C-728E-823,2024-03-16,v1.1.0-OUTDATED,WARNING
EQP-00588,TWR-0075,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,6554E2DE-DAD0-816,2023-04-11,v2.0.1,OPERATIONAL
EQP-00589,TWR-0075,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,F1E91801-8D14-390,2023-05-09,v1.5.8-OUTDATED,WARNING
EQP-00590,TWR-0075,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,0A7F471E-D57D-295,2022-08-03,v1.2.7,WARNING
EQP-00591,TWR-0075,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,3B312FDF-4778-026,2023-06-29,v2.0.2-OUTDATED,WARNING
EQP-00592,TWR-0076,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,044AEB68-82FE-239,2022-04-15,v1.1.0-OUTDATED,OPERATIONAL
EQP-00593,TWR-0076,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,2A01A210-B54A-170,2023-04-21,v1.3.0,OPERATIONAL
EQP-00594,TWR-0076,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,7A9A3280-7ADA-993,2023-05-23,v1.5.8-OUTDATED,OPERATIONAL
EQP-00595,TWR-0076,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,73AC510A-A10A-397,2023-01-16,v1.5.8-OUTDATED,OPERATIONAL
EQP-00596,TWR-0076,BASEBAND_UNIT,PART-BBU-E1,Huawei,BBU-E1,4BB01892-2A71-608,2022-03-09,v1.2.7,WARNING
EQP-00597,TWR-0076,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,3B31F38D-FC5D-012,2022-10-25,v1.5.8-OUTDATED,OPERATIONAL
EQP-00598,TWR-0076,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,38ECF2CB-711E-294,2023-08-04,v1.3.0,OPERATIONAL
EQP-00599,TWR-0076,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,F73732C5-AB88-180,2023-04-28,v1.3.0,WARNING
EQP-00600,TWR-0077,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,C33BF6D2-9F78-154,2023-04-27,v2.0.2-OUTDATED,WARNING
EQP-00601,TWR-0077,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,9F35AF3B-EA63-287,2022-02-17,v2.0.1,OPERATIONAL
EQP-00602,TWR-0077,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,2720B129-EB02-739,2023-10-30,v1.1.0-OUTDATED,WARNING
EQP-00603,TWR-0077,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,6FEBBC2B-F305-269,2024-05-14,v2.0.2-OUTDATED,FAILING
EQP-00604,TWR-0077,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,7AFCBFB3-B55A-315,2022-01-23,v1.0.4,OPERATIONAL
EQP-00605,TWR-0077,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,F9ACA9C4-DB22-878,2024-03-26,v3.0.0,WARNING
EQP-00606,TWR-0078,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,F1EDC786-0833-055,2023-02-21,v1.5.8-OUTDATED,OPERATIONAL
EQP-00607,TWR-0078,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,0DEC428A-0D7D-077,2023-01-23,v2.0.2-OUTDATED,WARNING
EQP-00608,TWR-0078,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,70BE86A5-5C94-407,2024-01-31,v1.5.8-OUTDATED,WARNING
EQP-00609,TWR-0078,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,81DB4FFF-6ECD-546,2022-09-12,v1.3.0,OPERATIONAL
EQP-00610,TWR-0078,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,3F8E8816-8129-247,2023-10-01,v1.2.7,OPERATIONAL
EQP-00611,TWR-0078,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,76168940-EFE4-601,2022-05-09,v1.3.0,OPERATIONAL
EQP-00612,TWR-0078,BASEBAND_UNIT,PART-BBU-F1,Samsung,BBU-F1,E07DBD71-0207-050,2022-06-19,v2.4.0,OPERATIONAL
EQP-00613,TWR-0078,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,6BA0E856-D736-068,2022-05-20,v1.1.0-OUTDATED,FAILING
EQP-00614,TWR-0078,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,5351913F-0484-320,2022-04-26,v1.2.7,OPERATIONAL
EQP-00615,TWR-0078,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,6C9EBC69-9D86-069,2024-02-23,v1.5.8-OUTDATED,WARNING
EQP-00616,TWR-0079,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,6CA0A734-A19D-086,2022-01-08,v1.1.0-OUTDATED,OPERATIONAL
EQP-00617,TWR-0079,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,0BDF0705-49EC-063,2022-08-07,v1.0.4,OPERATIONAL
EQP-00618,TWR-0079,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,4459BFB4-26CF-391,2022-06-10,v2.1.3,OPERATIONAL
EQP-00619,TWR-0079,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,01A9A062-594A-288,2023-04-10,v2.0.2-OUTDATED,OPERATIONAL
EQP-00620,TWR-0079,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,7629FABC-0C3A-982,2024-03-25,v1.3.0,OPERATIONAL
EQP-00621,TWR-0079,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,6D923FEE-65C0-896,2023-07-05,v1.5.8-OUTDATED,OPERATIONAL
EQP-00622,TWR-0079,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,A7FB08D1-B38E-491,2022-02-04,v1.5.8-OUTDATED,WARNING
EQP-00623,TWR-0079,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,0BE4E708-F4FA-395,2023-09-24,v2.0.1,WARNING
EQP-00624,TWR-0079,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,61D59B1B-587C-187,2022-04-09,v3.0.0,WARNING
EQP-00625,TWR-0079,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,613ADB5D-62C8-370,2023-08-26,v1.3.0,OPERATIONAL
EQP-00626,TWR-0079,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,B3180A73-9663-675,2024-04-02,v1.5.8-OUTDATED,WARNING
EQP-00627,TWR-0079,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,93D140D0-8339-802,2022-01-17,v1.0.4,OPERATIONAL
EQP-00628,TWR-0079,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,24F02650-892B-056,2023-10-29,v2.0.1,OPERATIONAL
EQP-00629,TWR-0080,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,433D8B30-075C-787,2022-10-11,v1.5.8-OUTDATED,WARNING
EQP-00630,TWR-0080,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,66AAA05F-5230-780,2022-01-05,v2.4.0,WARNING
EQP-00631,TWR-0080,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,961EBDEE-B8B7-181,2022-12-18,v1.5.8-OUTDATED,WARNING
EQP-00632,TWR-0080,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,70DE67D7-B84C-192,2022-07-24,v1.3.0,OPERATIONAL
EQP-00633,TWR-0080,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,BBFB0D60-9267-074,2024-02-14,v1.3.0,OPERATIONAL
EQP-00634,TWR-0080,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,8F79C3E2-FA83-568,2023-05-19,v2.4.0,WARNING
EQP-00635,TWR-0080,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,FD766600-C46B-606,2022-11-25,v2.1.3,OPERATIONAL
EQP-00636,TWR-0080,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,C27181FA-3958-167,2023-04-01,v2.1.3,OPERATIONAL
EQP-00637,TWR-0080,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,1298406E-B0F6-575,2022-01-01,v2.0.2-OUTDATED,WARNING
EQP-00638,TWR-0080,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,4C521ED0-ED5A-257,2022-08-16,v2.4.0,OPERATIONAL
EQP-00639,TWR-0081,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,B3552DAD-8245-941,2022-08-05,v1.1.0-OUTDATED,OPERATIONAL
EQP-00640,TWR-0081,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,B1FA6553-9D3B-565,2023-12-06,v2.0.1,OPERATIONAL
EQP-00641,TWR-0081,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,C00E29C8-00AE-343,2023-05-11,v1.0.4,WARNING
EQP-00642,TWR-0081,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,ED8AFC6B-5E13-345,2022-07-04,v1.2.7,WARNING
EQP-00643,TWR-0081,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,9BE8990B-08FC-505,2022-10-18,v2.0.2-OUTDATED,WARNING
EQP-00644,TWR-0081,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,DD519AEE-34F5-457,2022-10-06,v3.0.0,WARNING
EQP-00645,TWR-0081,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,694651CE-73A8-550,2023-06-26,v2.4.0,WARNING
EQP-00646,TWR-0082,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,B0112FBA-B03C-462,2023-04-09,v2.1.3,OPERATIONAL
EQP-00647,TWR-0082,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,C1CA6713-3E14-131,2022-09-17,v1.2.7,OPERATIONAL
EQP-00648,TWR-0082,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,04BC6B9E-C39C-305,2023-06-07,v1.3.0,OPERATIONAL
EQP-00649,TWR-0082,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,6430BDA3-0A38-969,2022-01-05,v2.0.2-OUTDATED,OPERATIONAL
EQP-00650,TWR-0082,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,9F5DD74A-973B-211,2022-05-03,v1.5.8-OUTDATED,WARNING
EQP-00651,TWR-0082,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,171537C7-821F-619,2022-01-15,v2.0.1,OPERATIONAL
EQP-00652,TWR-0082,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,9015A9C2-38DB-668,2022-03-27,v2.4.0,OPERATIONAL
EQP-00653,TWR-0082,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,EF95AAE1-8B5D-064,2022-04-06,v1.3.0,OPERATIONAL
EQP-00654,TWR-0083,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,C264B05F-59F9-754,2024-05-23,v1.2.7,OPERATIONAL
EQP-00655,TWR-0083,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,9D8DA585-6475-625,2022-12-03,v3.0.0,WARNING
EQP-00656,TWR-0083,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,7265F704-B225-356,2023-03-15,v3.0.0,OPERATIONAL
EQP-00657,TWR-0083,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,0B3B9370-B462-364,2022-12-27,v2.1.3,OPERATIONAL
EQP-00658,TWR-0083,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,3F42857B-1800-092,2022-05-28,v1.3.0,WARNING
EQP-00659,TWR-0083,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,5EE1FA8C-748B-682,2022-06-04,v1.3.0,WARNING
EQP-00660,TWR-0083,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,F4D41F93-022E-176,2022-05-28,v2.1.3,OPERATIONAL
EQP-00661,TWR-0083,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,DE3A894C-EBE1-656,2024-06-29,v2.1.3,OPERATIONAL
EQP-00662,TWR-0083,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,8F5EF9B8-58F0-204,2023-04-01,v2.4.0,OPERATIONAL
EQP-00663,TWR-0083,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,595A15B7-BA56-963,2024-05-26,v3.0.0,OPERATIONAL
EQP-00664,TWR-0084,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,0B70A05B-D6CD-447,2022-06-07,v2.4.0,OPERATIONAL
EQP-00665,TWR-0084,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,A0E6CB7F-CE17-951,2024-01-11,v1.1.0-OUTDATED,WARNING
EQP-00666,TWR-0084,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,7149AE16-4F23-297,2022-04-07,v2.1.3,OPERATIONAL
EQP-00667,TWR-0084,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,A88E646C-82BB-249,2023-05-23,v1.2.7,OPERATIONAL
EQP-00668,TWR-0084,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,920B9B68-F3A2-065,2024-05-22,v1.5.8-OUTDATED,WARNING
EQP-00669,TWR-0085,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,2A8C8BED-B227-658,2023-08-31,v1.1.0-OUTDATED,WARNING
EQP-00670,TWR-0085,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,C1228A1D-4AC0-863,2024-06-03,v3.0.0,OPERATIONAL
EQP-00671,TWR-0085,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,F2637FCC-6EEC-813,2023-08-17,v1.3.0,WARNING
EQP-00672,TWR-0085,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,14C52F7D-4555-437,2022-09-29,v2.0.2-OUTDATED,WARNING
EQP-00673,TWR-0085,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,D57D6006-AF28-288,2023-02-15,v1.1.0-OUTDATED,WARNING
EQP-00674,TWR-0086,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,74018351-0262-231,2022-10-03,v1.3.0,WARNING
EQP-00675,TWR-0086,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,401FA146-EEC1-490,2023-03-17,v3.0.0,OPERATIONAL
EQP-00676,TWR-0086,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,AD58435B-7AB5-954,2022-02-12,v2.0.2-OUTDATED,WARNING
EQP-00677,TWR-0086,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,E06DA5E2-A83E-764,2022-01-08,v1.1.0-OUTDATED,WARNING
EQP-00678,TWR-0086,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,1066BA07-CE40-152,2022-11-06,v1.3.0,OPERATIONAL
