CDR_ID,CALLER_SUB_ID,CALLEE_SUB_ID,CALL_TYPE,CALL_START_TIME,CALL_DURATION_SECONDS,CALL_STATUS,TOWER_ID,DATA_USED_MB,CALL_QUALITY_SCORE
CDR-CA8D373D-9,SUB-CON-00915,SUB-CON-00435,SMS,2024-03-16T17:00:00,253,DROPPED,TWR-0043,83.45,4.2
CDR-CA9B6DAB-E,SUB-CON-00502,SUB-CON-00654,SMS,2024-04-28T20:00:00,3585,COMPLETED,TWR-0071,17.24,4.8
CDR-CAABDBD9-E,SUB-INF-0002,SUB-CON-00264,VOICE,2024-03-08T11:23:00,220,DROPPED,TWR-0007,0.77,2.2
CDR-CAB39E59-6,SUB-INF-0001,SUB-CON-00473,VOICE,2024-07-15T11:39:00,1207,COMPLETED,TWR-0003,16.18,1.9
CDR-CAB4F0E6-3,SUB-INF-0010,SUB-CON-00202,VOICE,2024-10-04T22:00:00,39,COMPLETED,TWR-0006,3.93,1.6
CDR-CABFE4EC-A,SUB-CON-01078,SUB-CON-00927,SMS,2024-05-07T22:00:00,2888,DROPPED,TWR-0008,94.11,4.5
CDR-CAD7CD24-0,SUB-CON-00302,SUB-CON-00955,VOICE,2024-09-06T19:00:00,3588,DROPPED,TWR-0086,53.94,4.6
CDR-CADE2081-E,SUB-CON-00250,SUB-CON-00310,VIDEO,2024-10-18T18:00:00,1119,FAILED,TWR-0033,63.74,3.2
CDR-CAE3F071-A,SUB-CON-00888,SUB-CON-00055,VOICE,2024-10-09T20:00:00,551,DROPPED,TWR-0019,53.3,3.4
CDR-CAEAD7C0-F,SUB-CON-00612,SUB-CON-00948,SMS,2024-04-02T06:00:00,1540,COMPLETED,TWR-0030,16.27,3.8
CDR-CAEC6177-1,SUB-INF-0002,SUB-CON-00079,VOICE,2024-02-08T06:20:00,125,COMPLETED,TWR-0002,18.42,1.6
CDR-CAF6EE8B-1,SUB-INF-0009,SUB-CON-00774,VOICE,2024-11-02T15:53:00,771,DROPPED,TWR-0002,32.68,2.3
CDR-CAFAD670-A,SUB-CON-00542,SUB-CON-00295,VIDEO,2024-05-25T12:00:00,2066,FAILED,TWR-0008,78.89,3.5
CDR-CB090204-A,SUB-CON-00732,SUB-CON-00562,VIDEO,2024-04-04T09:00:00,32,COMPLETED,TWR-0031,54.98,3.9
CDR-CB0D0206-C,SUB-CON-00035,SUB-CON-01107,SMS,2024-10-09T06:00:00,3018,COMPLETED,TWR-0089,68.52,4.8
CDR-CB1F4C06-D,SUB-CON-00704,SUB-CON-00134,SMS,2024-11-01T15:00:00,1367,COMPLETED,TWR-0101,46.47,4.2
CDR-CB2895C9-D,SUB-CON-00716,SUB-CON-00766,SMS,2024-03-18T13:00:00,2676,COMPLETED,TWR-0047,24.75,4.3
CDR-CB3EBC4C-C,SUB-INF-0013,SUB-CON-00379,VOICE,2024-10-12T12:42:00,1082,COMPLETED,TWR-0010,18.15,3.4
CDR-CB5718CE-D,SUB-CON-00376,SUB-CON-00358,VIDEO,2024-06-03T22:00:00,2372,COMPLETED,TWR-0037,5.61,3.8
CDR-CB572BB6-D,SUB-INF-0003,SUB-CON-00170,VIDEO,2024-01-10T20:09:00,1069,DROPPED,TWR-0010,48.3,3.4
CDR-CB57B0C3-3,SUB-CON-00129,SUB-CON-00378,VIDEO,2024-02-28T08:00:00,1225,FAILED,TWR-0023,31.1,4.8
CDR-CB80671C-E,SUB-CON-00938,SUB-CON-00001,VOICE,2024-03-03T13:00:00,3028,COMPLETED,TWR-0009,44.49,3.2
CDR-CBA527CD-5,SUB-CON-00811,SUB-CON-01029,VIDEO,2024-08-12T11:00:00,1713,COMPLETED,TWR-0093,86.88,3.6
CDR-CBAA2CFD-0,SUB-INF-0001,SUB-CON-00266,VOICE,2024-02-27T15:46:00,1076,DROPPED,TWR-0013,43.09,3.2
CDR-CBB5AB50-C,SUB-INF-0014,SUB-CON-00188,VOICE,2024-06-26T22:24:00,1795,DROPPED,TWR-0005,41.46,3.4
CDR-CBBAF66D-B,SUB-CON-00096,SUB-CON-00367,SMS,2024-07-15T22:00:00,136,COMPLETED,TWR-0038,84.02,4.4
CDR-CBC12513-E,SUB-CON-00033,SUB-CON-00234,VOICE,2024-01-26T12:00:00,1104,COMPLETED,TWR-0026,4.88,4.6
CDR-CBCCDF6A-0,SUB-CON-00999,SUB-CON-01130,VOICE,2024-11-04T18:00:00,2074,FAILED,TWR-0031,0.74,4.3
CDR-CBD6CE75-B,SUB-INF-0008,SUB-CON-00314,VIDEO,2024-11-14T22:49:00,776,DROPPED,TWR-0003,34.69,2.5
CDR-CBDB3D33-E,SUB-CON-00094,SUB-CON-00241,SMS,2024-08-07T19:00:00,3508,DROPPED,TWR-0082,82.8,4.2
CDR-CBE7A835-3,SUB-CON-01079,SUB-CON-00083,VOICE,2024-01-23T21:00:00,591,DROPPED,TWR-0054,86.17,4.9
CDR-CBE9A2EE-0,SUB-CON-00450,SUB-CON-00302,SMS,2024-09-14T21:00:00,1920,COMPLETED,TWR-0056,45.12,3.5
CDR-CBF12ED9-8,SUB-INF-0001,SUB-CON-00884,VIDEO,2024-02-16T21:55:00,944,COMPLETED,TWR-0014,38.02,2.7
CDR-CBF84759-D,SUB-CON-00306,SUB-CON-00991,VIDEO,2024-08-14T14:00:00,633,COMPLETED,TWR-0054,31.99,4.9
CDR-CBF84D97-0,SUB-CON-00108,SUB-CON-00100,SMS,2024-07-19T22:00:00,1838,COMPLETED,TWR-0114,82.6,4.6
CDR-CC04CD6B-0,SUB-INF-0007,SUB-CON-00853,VOICE,2024-11-21T06:19:00,77,DROPPED,TWR-0003,47.97,1.7
CDR-CC153371-1,SUB-CON-00016,SUB-CON-00059,VIDEO,2024-08-23T11:00:00,109,FAILED,TWR-0085,25.72,4.2
CDR-CC26219C-0,SUB-CON-00691,SUB-CON-00477,VOICE,2024-11-16T09:00:00,3060,COMPLETED,TWR-0115,75.04,3.7
CDR-CC3F65CD-8,SUB-INF-0015,SUB-CON-00235,VOICE,2024-03-02T12:23:00,521,DROPPED,TWR-0014,28.45,3.0
CDR-CC3F6853-6,SUB-INF-0005,SUB-CON-01042,VOICE,2024-11-09T16:30:00,1583,COMPLETED,TWR-0009,33.1,3.2
CDR-CC4110A4-5,SUB-INF-0006,SUB-CON-00693,VIDEO,2024-12-11T10:01:00,831,DROPPED,TWR-0001,4.32,2.8
CDR-CC44CD22-7,SUB-CON-01121,SUB-CON-00205,VOICE,2024-03-08T22:00:00,188,FAILED,TWR-0020,14.46,4.5
CDR-CC5402B4-B,SUB-INF-0015,SUB-CON-00346,VOICE,2024-07-22T07:11:00,442,COMPLETED,TWR-0002,45.22,3.4
CDR-CC545012-9,SUB-CON-00570,SUB-CON-00537,VOICE,2024-06-10T16:00:00,2856,COMPLETED,TWR-0077,38.99,4.0
CDR-CC809E5F-3,SUB-CON-00191,SUB-CON-00597,VOICE,2024-03-08T18:00:00,3144,COMPLETED,TWR-0090,35.26,4.4
CDR-CC8F284B-8,SUB-CON-00919,SUB-CON-00459,VIDEO,2024-05-25T19:00:00,3151,COMPLETED,TWR-0012,41.9,4.4
CDR-CC94E34E-7,SUB-CON-00785,SUB-CON-00798,VOICE,2024-09-10T07:00:00,1808,COMPLETED,TWR-0057,4.7,4.7
CDR-CC96262D-6,SUB-CON-00724,SUB-CON-01112,VIDEO,2024-10-17T11:00:00,2942,DROPPED,TWR-0112,45.3,3.1
CDR-CC9C4255-0,SUB-CON-00263,SUB-CON-00572,SMS,2024-03-07T17:00:00,1481,FAILED,TWR-0017,75.55,3.4
CDR-CCA06420-2,SUB-CON-00551,SUB-CON-00575,VOICE,2024-06-07T22:00:00,129,DROPPED,TWR-0120,95.46,4.5
CDR-CCB02DBE-E,SUB-INF-0004,SUB-CON-01101,VOICE,2024-07-23T16:20:00,1040,COMPLETED,TWR-0002,49.56,1.8
CDR-CCB540A8-E,SUB-CON-00686,SUB-CON-00353,VIDEO,2024-04-02T07:00:00,2947,COMPLETED,TWR-0049,7.63,4.4
CDR-CCBFBDC8-1,SUB-INF-0002,SUB-CON-00446,VIDEO,2024-06-06T13:21:00,1231,COMPLETED,TWR-0009,43.72,2.5
CDR-CCC3BE47-6,SUB-INF-0005,SUB-CON-01057,VIDEO,2024-01-26T12:25:00,939,COMPLETED,TWR-0006,31.39,2.3
CDR-CCE76E40-6,SUB-CON-01007,SUB-CON-01031,VOICE,2024-09-28T11:00:00,951,COMPLETED,TWR-0060,22.84,3.2
CDR-CCF0BE48-7,SUB-INF-0006,SUB-CON-00113,VOICE,2024-11-03T15:22:00,485,COMPLETED,TWR-0006,32.0,3.3
CDR-CCF0E45F-D,SUB-CON-00217,SUB-CON-00836,VOICE,2024-10-13T11:00:00,470,COMPLETED,TWR-0071,6.38,3.5
CDR-CD017FED-9,SUB-CON-00703,SUB-CON-00192,VIDEO,2024-08-24T13:00:00,997,COMPLETED,TWR-0082,51.65,4.6
CDR-CD0B80F0-D,SUB-CON-00662,SUB-CON-00201,VIDEO,2024-06-20T13:00:00,276,COMPLETED,TWR-0098,96.42,3.7
CDR-CD0FA825-A,SUB-CON-00932,SUB-CON-00362,SMS,2024-09-02T15:00:00,2457,DROPPED,TWR-0052,37.7,3.0
CDR-CD17A22F-D,SUB-INF-0014,SUB-CON-00421,VOICE,2024-11-08T21:58:00,555,COMPLETED,TWR-0013,38.72,3.2
CDR-CD3906D0-D,SUB-CON-00976,SUB-CON-00868,VOICE,2024-02-03T15:00:00,1407,COMPLETED,TWR-0111,66.25,5.0
CDR-CD3CB60F-6,SUB-CON-01032,SUB-CON-00813,SMS,2024-10-22T16:00:00,3067,DROPPED,TWR-0007,11.15,4.6
CDR-CD40E071-0,SUB-CON-00142,SUB-CON-00520,VIDEO,2024-11-24T09:00:00,3123,COMPLETED,TWR-0054,84.68,3.5
CDR-CD470E79-4,SUB-INF-0012,SUB-CON-00184,VOICE,2024-03-24T06:00:00,1849,COMPLETED,TWR-0114,4.3,3.1
CDR-CD49F3C8-0,SUB-CON-00683,SUB-CON-00610,VOICE,2024-07-25T15:00:00,1088,DROPPED,TWR-0094,90.91,5.0
CDR-CD654A85-5,SUB-CON-00302,SUB-CON-01108,VIDEO,2024-05-23T08:00:00,724,COMPLETED,TWR-0018,51.04,4.4
CDR-CD68D6E0-9,SUB-INF-0007,SUB-CON-01031,VOICE,2024-04-05T15:32:00,260,DROPPED,TWR-0007,49.52,3.0
CDR-CD839265-A,SUB-INF-0006,SUB-CON-00672,VIDEO,2024-06-17T07:47:00,226,COMPLETED,TWR-0002,19.85,3.2
CDR-CD843C95-1,SUB-CON-00782,SUB-CON-00174,VOICE,2024-02-06T13:00:00,2409,COMPLETED,TWR-0054,98.42,3.4
CDR-CDAA047B-B,SUB-CON-00545,SUB-CON-00068,VIDEO,2024-08-07T20:00:00,1347,COMPLETED,TWR-0084,4.21,3.9
CDR-CDB72CD6-5,SUB-INF-0014,SUB-CON-00371,VIDEO,2024-06-02T17:41:00,1747,COMPLETED,TWR-0010,8.3,3.0
CDR-CDC04EE1-7,SUB-CON-00930,SUB-CON-00187,VOICE,2024-03-10T07:00:00,1254,COMPLETED,TWR-0089,97.15,4.4
CDR-CDD16047-D,SUB-CON-00738,SUB-CON-00351,SMS,2024-03-16T17:00:00,2167,DROPPED,TWR-0110,10.85,3.4
CDR-CDD42776-0,SUB-INF-0009,SUB-CON-00784,VOICE,2024-02-02T14:33:00,431,DROPPED,TWR-0013,42.71,3.3
CDR-CDD85763-C,SUB-CON-00726,SUB-CON-00795,SMS,2024-03-11T15:00:00,933,DROPPED,TWR-0064,47.75,4.4
CDR-CDE74C07-0,SUB-INF-0012,SUB-CON-01130,VIDEO,2024-05-04T19:46:00,745,COMPLETED,TWR-0002,46.06,1.6
CDR-CDE93EE3-A,SUB-CON-01067,SUB-CON-00994,VIDEO,2024-07-22T17:00:00,2217,COMPLETED,TWR-0114,49.32,3.4
CDR-CDEFEEF2-0,SUB-INF-0008,SUB-CON-00457,VIDEO,2024-02-19T13:19:00,1590,DROPPED,TWR-0002,27.39,2.9
CDR-CDF56043-A,SUB-CON-00075,SUB-CON-00322,VIDEO,2024-03-06T08:00:00,3249,COMPLETED,TWR-0054,39.02,4.6
CDR-CE06B0C5-0,SUB-CON-00628,SUB-CON-00363,SMS,2024-11-24T06:00:00,2764,COMPLETED,TWR-0047,79.19,3.2
CDR-CE193683-0,SUB-CON-00935,SUB-CON-00288,VOICE,2024-11-11T22:00:00,1711,COMPLETED,TWR-0076,62.7,4.4
CDR-CE1AA7E1-4,SUB-INF-0012,SUB-CON-00891,VOICE,2024-01-14T09:09:00,1753,DROPPED,TWR-0005,39.38,2.5
CDR-CE217546-E,SUB-CON-00680,SUB-CON-00437,VIDEO,2024-08-13T10:00:00,398,DROPPED,TWR-0062,99.55,3.5
CDR-CE21D713-9,SUB-INF-0013,SUB-CON-00378,VIDEO,2024-02-19T19:18:00,1375,DROPPED,TWR-0006,31.93,2.6
CDR-CE2A1BAE-D,SUB-CON-00437,SUB-CON-00716,SMS,2024-10-05T13:00:00,150,COMPLETED,TWR-0113,10.26,3.1
CDR-CE4887B8-9,SUB-CON-00113,SUB-CON-00620,VIDEO,2024-03-06T22:00:00,925,COMPLETED,TWR-0066,10.74,4.6
CDR-CE57543D-6,SUB-CON-00335,SUB-CON-01080,VIDEO,2024-06-02T14:00:00,535,COMPLETED,TWR-0089,15.04,4.2
CDR-CE5A4BF3-6,SUB-CON-00991,SUB-CON-00509,VOICE,2024-06-21T06:00:00,828,DROPPED,TWR-0079,4.92,3.3
CDR-CE6327B3-1,SUB-CON-00228,SUB-CON-00881,SMS,2024-11-04T06:00:00,1606,COMPLETED,TWR-0051,60.46,3.1
CDR-CE712428-8,SUB-CON-00552,SUB-CON-00744,SMS,2024-06-18T20:00:00,3116,COMPLETED,TWR-0079,38.1,4.1
CDR-CE7482CA-E,SUB-INF-0006,SUB-CON-00125,VIDEO,2024-03-22T08:52:00,1357,COMPLETED,TWR-0008,27.37,2.3
CDR-CE76B4DB-A,SUB-CON-00065,SUB-CON-00950,VIDEO,2024-09-20T16:00:00,1933,FAILED,TWR-0106,66.15,4.0
CDR-CE830930-D,SUB-CON-00840,SUB-CON-00645,VIDEO,2024-11-02T13:00:00,2859,COMPLETED,TWR-0041,46.2,4.8
CDR-CE86055D-4,SUB-CON-00593,SUB-CON-00862,VOICE,2024-01-28T16:00:00,1302,COMPLETED,TWR-0093,47.05,4.1
CDR-CE9496AC-4,SUB-INF-0004,SUB-CON-00271,VOICE,2024-03-19T13:08:00,1514,COMPLETED,TWR-0004,32.69,1.7
CDR-CE9B05F6-8,SUB-CON-00957,SUB-CON-00514,SMS,2024-01-28T15:00:00,1866,COMPLETED,TWR-0034,63.63,4.5
CDR-CEEF026D-1,SUB-INF-0002,SUB-CON-00696,VOICE,2024-09-17T13:30:00,402,COMPLETED,TWR-0001,42.76,2.6
CDR-CEF0EFBD-9,SUB-CON-00075,SUB-CON-00156,VIDEO,2024-10-04T10:00:00,1897,FAILED,TWR-0116,9.44,3.9
CDR-CEF13F66-C,SUB-INF-0008,SUB-CON-00323,VIDEO,2024-05-15T11:50:00,920,COMPLETED,TWR-0008,41.57,2.6
CDR-CEF3DE42-9,SUB-CON-00736,SUB-CON-01003,VOICE,2024-10-05T16:00:00,1498,FAILED,TWR-0009,19.19,3.7
CDR-CEF50629-2,SUB-INF-0002,SUB-CON-00185,VOICE,2024-09-04T15:09:00,511,COMPLETED,TWR-0014,13.59,1.9
CDR-CEF91891-F,SUB-CON-00083,SUB-CON-00745,VOICE,2024-11-12T14:00:00,1780,COMPLETED,TWR-0082,77.66,3.8
CDR-CEFDEA3F-F,SUB-INF-0011,SUB-CON-00867,VIDEO,2024-11-05T16:08:00,712,DROPPED,TWR-0013,2.16,1.9
CDR-CF08A6D7-D,SUB-CON-00490,SUB-CON-00341,VOICE,2024-01-13T18:00:00,3363,COMPLETED,TWR-0049,52.78,3.6
CDR-CF1A7D16-E,SUB-INF-0010,SUB-CON-00411,VIDEO,2024-05-12T16:28:00,344,COMPLETED,TWR-0003,20.07,1.7
CDR-CF3844AD-2,SUB-CON-00299,SUB-CON-00981,VIDEO,2024-09-13T17:00:00,2370,FAILED,TWR-0038,45.28,4.2
CDR-CF3DF726-0,SUB-CON-01108,SUB-CON-00441,SMS,2024-11-05T20:00:00,2545,COMPLETED,TWR-0043,23.69,4.3
CDR-CF4A612C-8,SUB-CON-00178,SUB-CON-00947,VOICE,2024-04-30T21:00:00,713,COMPLETED,TWR-0048,20.9,4.7
CDR-CF52B7F4-6,SUB-INF-0015,SUB-CON-00660,VIDEO,2024-01-11T09:01:00,1643,COMPLETED,TWR-0007,41.92,2.7
CDR-CF559A94-A,SUB-CON-00999,SUB-CON-00001,VOICE,2024-06-19T20:00:00,770,COMPLETED,TWR-0029,37.82,4.6
CDR-CF5676E4-3,SUB-INF-0006,SUB-CON-00650,VOICE,2024-11-14T17:48:00,1184,COMPLETED,TWR-0006,2.5,2.8
CDR-CF5B71C2-9,SUB-CON-00614,SUB-CON-00813,VOICE,2024-10-24T12:00:00,3290,COMPLETED,TWR-0061,40.72,4.2
CDR-CF7743A7-8,SUB-CON-00934,SUB-CON-00434,SMS,2024-08-10T18:00:00,3119,COMPLETED,TWR-0065,35.57,4.0
CDR-CF7A895F-0,SUB-INF-0001,SUB-CON-00696,VOICE,2024-09-18T09:45:00,1132,COMPLETED,TWR-0014,21.77,2.3
CDR-CF89E41A-E,SUB-INF-0006,SUB-CON-00778,VOICE,2024-02-22T19:05:00,779,DROPPED,TWR-0015,19.46,3.5
CDR-CF8D5623-1,SUB-CON-00323,SUB-CON-00026,SMS,2024-04-13T09:00:00,2997,DROPPED,TWR-0051,94.74,3.1
CDR-CF8EE3CD-1,SUB-INF-0010,SUB-CON-00778,VIDEO,2024-09-02T19:35:00,1335,COMPLETED,TWR-0009,19.84,2.9
CDR-CF958494-A,SUB-CON-00612,SUB-CON-00595,VIDEO,2024-03-23T22:00:00,767,COMPLETED,TWR-0015,94.05,3.3
CDR-CFA0BB71-A,SUB-CON-00359,SUB-CON-00592,VIDEO,2024-01-06T21:00:00,3114,COMPLETED,TWR-0096,5.54,4.0
CDR-CFB068CF-9,SUB-CON-00754,SUB-CON-00940,VOICE,2024-09-14T16:00:00,1459,COMPLETED,TWR-0055,90.73,3.8
CDR-CFB61B2A-8,SUB-INF-0010,SUB-CON-00512,VIDEO,2024-06-05T08:05:00,1301,COMPLETED,TWR-0006,40.65,3.2
CDR-CFB8A551-A,SUB-INF-0010,SUB-CON-00881,VOICE,2024-09-08T14:06:00,1193,DROPPED,TWR-0011,20.64,3.5
CDR-CFC21217-A,SUB-INF-0008,SUB-CON-00321,VIDEO,2024-02-12T16:56:00,759,COMPLETED,TWR-0004,42.45,3.4
CDR-CFEE8FFF-9,SUB-INF-0013,SUB-CON-00129,VOICE,2024-06-21T21:18:00,1455,DROPPED,TWR-0012,26.31,1.9
CDR-CFF9F608-2,SUB-CON-01133,SUB-CON-00172,SMS,2024-06-11T09:00:00,3057,COMPLETED,TWR-0038,0.21,4.6
CDR-CFFA9D71-8,SUB-CON-00713,SUB-CON-01039,VIDEO,2024-10-25T21:00:00,1980,COMPLETED,TWR-0088,82.96,3.7
CDR-D0005A6E-C,SUB-CON-00251,SUB-CON-00679,VIDEO,2024-01-26T18:00:00,791,COMPLETED,TWR-0100,49.69,4.4
CDR-D00A05F7-1,SUB-CON-01104,SUB-CON-00249,VIDEO,2024-09-14T08:00:00,1098,DROPPED,TWR-0094,15.33,3.8
CDR-D00D1898-E,SUB-CON-01021,SUB-CON-00454,SMS,2024-01-28T11:00:00,3131,FAILED,TWR-0032,50.17,3.1
CDR-D02A071B-A,SUB-CON-00194,SUB-CON-00529,VOICE,2024-02-23T17:00:00,2109,DROPPED,TWR-0031,31.13,3.5
CDR-D0445354-0,SUB-CON-00598,SUB-CON-01104,VOICE,2024-07-30T07:00:00,965,COMPLETED,TWR-0010,81.29,4.6
CDR-D052DF1F-1,SUB-CON-00376,SUB-CON-00266,SMS,2024-02-26T10:00:00,304,COMPLETED,TWR-0011,81.16,3.2
CDR-D066FE9E-1,SUB-CON-00658,SUB-CON-00941,SMS,2024-08-20T17:00:00,2545,COMPLETED,TWR-0022,76.64,4.0
CDR-D0734CC9-F,SUB-CON-00391,SUB-CON-00006,VOICE,2024-04-27T09:00:00,2926,COMPLETED,TWR-0050,41.2,4.5
CDR-D07AE9FD-A,SUB-CON-00978,SUB-CON-00851,VIDEO,2024-07-10T18:00:00,735,DROPPED,TWR-0116,69.72,4.2
CDR-D07BE54E-B,SUB-CON-00909,SUB-CON-00828,VIDEO,2024-01-25T15:00:00,1221,COMPLETED,TWR-0039,14.71,3.2
CDR-D07F229B-1,SUB-CON-00143,SUB-CON-00887,VIDEO,2024-08-14T22:00:00,2353,COMPLETED,TWR-0034,40.39,4.1
CDR-D082804C-2,SUB-INF-0002,SUB-CON-00360,VIDEO,2024-04-18T09:39:00,484,DROPPED,TWR-0003,14.43,3.2
CDR-D0886D20-0,SUB-INF-0015,SUB-CON-00735,VOICE,2024-02-04T10:58:00,1334,DROPPED,TWR-0008,32.58,2.0
CDR-D089F2AD-A,SUB-CON-00379,SUB-CON-00789,SMS,2024-01-10T18:00:00,866,FAILED,TWR-0039,36.39,4.7
CDR-D08A4229-7,SUB-INF-0007,SUB-CON-00599,VIDEO,2024-10-10T11:50:00,516,COMPLETED,TWR-0004,12.77,2.4
CDR-D0BC2436-7,SUB-INF-0002,SUB-CON-00127,VOICE,2024-10-17T07:00:00,3387,COMPLETED,TWR-0001,89.71,3.5
CDR-D0C1E1F7-D,SUB-INF-0008,SUB-CON-00190,VOICE,2024-01-09T17:45:00,785,COMPLETED,TWR-0006,48.9,2.7
CDR-D0C5389F-4,SUB-CON-00082,SUB-CON-00198,VOICE,2024-10-25T10:00:00,985,COMPLETED,TWR-0014,10.2,4.8
CDR-D0C906E9-3,SUB-CON-00253,SUB-CON-00357,SMS,2024-03-04T08:00:00,1061,COMPLETED,TWR-0082,6.65,4.2
CDR-D0C980C4-E,SUB-CON-00674,SUB-CON-00498,SMS,2024-06-23T17:00:00,268,FAILED,TWR-0079,16.42,4.1
CDR-D0E265FC-D,SUB-INF-0015,SUB-CON-00881,VIDEO,2024-01-30T10:29:00,673,COMPLETED,TWR-0001,0.39,3.4
CDR-D0FD6ECC-7,SUB-ENT-0041,SUB-CON-00104,VIDEO,2024-01-09T20:00:00,952,COMPLETED,TWR-0089,94.96,3.8
CDR-D1160C97-E,SUB-CON-00819,SUB-INF-0010,VOICE,2024-12-14T15:00:00,2126,DROPPED,TWR-0065,15.88,4.4
CDR-D116ABC9-2,SUB-CON-00373,SUB-CON-00043,SMS,2024-10-31T15:00:00,1647,COMPLETED,TWR-0044,56.76,3.9
CDR-D126BB21-8,SUB-CON-00460,SUB-CON-00731,VOICE,2024-10-01T16:00:00,436,COMPLETED,TWR-0081,54.17,3.5
CDR-D127C032-B,SUB-CON-00673,SUB-CON-01118,VIDEO,2024-08-29T10:00:00,929,FAILED,TWR-0096,65.06,3.9
CDR-D128454D-9,SUB-CON-00685,SUB-CON-00418,VIDEO,2024-08-21T06:00:00,1759,COMPLETED,TWR-0019,20.61,3.0
CDR-D128B80B-9,SUB-CON-00550,SUB-ENT-0015,VOICE,2024-10-22T15:00:00,2715,FAILED,TWR-0037,6.31,3.4
CDR-D1368BD9-4,SUB-CON-00739,SUB-CON-00009,VOICE,2024-01-25T16:00:00,2660,COMPLETED,TWR-0040,58.54,4.7
CDR-D14FEBE2-1,SUB-CON-00025,SUB-CON-00069,VOICE,2024-06-17T09:00:00,1800,FAILED,TWR-0085,41.51,4.5
CDR-D15949B5-F,SUB-CON-00224,SUB-CON-00394,SMS,2024-01-30T15:00:00,2017,COMPLETED,TWR-0044,71.77,3.8
CDR-D1667C65-F,SUB-CON-00649,SUB-CON-00851,SMS,2024-09-26T12:00:00,2863,COMPLETED,TWR-0083,68.1,3.2
CDR-D1965E63-6,SUB-CON-00088,SUB-CON-00820,SMS,2024-07-26T21:00:00,2782,COMPLETED,TWR-0117,87.76,4.2
CDR-D1989172-0,SUB-INF-0002,SUB-CON-00862,VOICE,2024-11-26T12:11:00,234,COMPLETED,TWR-0009,41.42,1.6
CDR-D19B490F-A,SUB-INF-0015,SUB-CON-00918,VOICE,2024-08-16T08:19:00,816,DROPPED,TWR-0004,49.14,2.6
CDR-D1B21B61-A,SUB-INF-0013,SUB-CON-00426,VIDEO,2024-01-10T13:17:00,1316,COMPLETED,TWR-0009,13.6,3.2
CDR-D1C2ECE0-7,SUB-CON-00293,SUB-CON-01128,SMS,2024-11-26T11:00:00,1922,FAILED,TWR-0026,42.42,5.0
CDR-D1C4EDE4-9,SUB-INF-0007,SUB-ENT-0047,VOICE,2024-03-29T08:03:00,235,COMPLETED,TWR-0004,14.04,1.6
CDR-D1E6A553-F,SUB-CON-00262,SUB-CON-01006,SMS,2024-02-09T13:00:00,533,COMPLETED,TWR-0023,87.72,3.1
CDR-D1FBC164-2,SUB-INF-0007,SUB-CON-01107,VOICE,2024-02-29T22:32:00,1566,COMPLETED,TWR-0014,21.28,2.7
CDR-D1FDF3A6-3,SUB-CON-00302,SUB-CON-01117,SMS,2024-07-27T06:00:00,2147,DROPPED,TWR-0046,23.44,4.9
CDR-D218B876-0,SUB-CON-01099,SUB-CON-00390,VIDEO,2024-03-19T22:00:00,1095,COMPLETED,TWR-0010,96.03,3.9
CDR-D21F5ADD-2,SUB-CON-00580,SUB-CON-00365,VIDEO,2024-08-12T16:00:00,636,DROPPED,TWR-0068,12.73,4.3
CDR-D22985D0-4,SUB-CON-00125,SUB-CON-00572,VOICE,2024-08-08T22:00:00,2660,COMPLETED,TWR-0035,39.13,3.0
CDR-D233D02A-F,SUB-CON-00561,SUB-CON-01099,VIDEO,2024-07-20T10:00:00,1071,COMPLETED,TWR-0059,80.53,4.4
CDR-D239927F-8,SUB-CON-00846,SUB-CON-00904,VOICE,2024-01-19T17:00:00,3251,FAILED,TWR-0103,97.45,3.7
CDR-D23F5B12-A,SUB-CON-00067,SUB-CON-00324,VIDEO,2024-07-26T15:00:00,3451,DROPPED,TWR-0062,94.8,4.4
CDR-D243A0C5-2,SUB-CON-00095,SUB-CON-00352,VOICE,2024-08-03T22:00:00,903,COMPLETED,TWR-0085,72.49,4.2
CDR-D2512894-D,SUB-INF-0009,SUB-CON-00965,VOICE,2024-02-13T21:19:00,549,COMPLETED,TWR-0010,10.88,2.9
CDR-D2559FE8-1,SUB-CON-00970,SUB-CON-00423,VOICE,2024-09-16T22:00:00,21,COMPLETED,TWR-0042,12.08,4.2
CDR-D2599DBB-A,SUB-CON-00505,SUB-CON-00635,SMS,2024-02-29T18:00:00,3412,FAILED,TWR-0112,18.08,4.5
CDR-D259ED81-D,SUB-CON-00006,SUB-ENT-0002,VIDEO,2024-04-11T17:00:00,3560,COMPLETED,TWR-0082,2.01,3.7
CDR-D25C1F82-1,SUB-CON-00334,SUB-CON-00976,VIDEO,2024-02-05T19:00:00,831,COMPLETED,TWR-0008,0.95,4.9
CDR-D27BC0E4-B,SUB-CON-00267,SUB-CON-01133,VIDEO,2024-06-30T21:00:00,2621,FAILED,TWR-0040,48.83,3.7
CDR-D27DA3A3-C,SUB-CON-00648,SUB-CON-00136,VIDEO,2024-11-17T16:00:00,614,COMPLETED,TWR-0036,91.93,3.8
CDR-D27E1047-3,SUB-INF-0011,SUB-CON-00920,VIDEO,2024-08-09T08:08:00,1069,DROPPED,TWR-0010,44.41,2.7
CDR-D2831E33-F,SUB-CON-00160,SUB-CON-00944,VOICE,2024-06-21T14:00:00,3030,FAILED,TWR-0021,49.86,4.0
