METRIC_DATE,REGION,ACTIVE_SUBSCRIBERS,SUBSCRIBER_GROWTH_RATE,DAILY_REVENUE_USD,TOTAL_CALLS,AVG_CALL_QUALITY,NETWORK_AVAILABILITY_PCT,DATA_CONSUMED_TB,AVG_LATENCY_MS,SUPPORT_TICKETS_OPENED,SUPPORT_TICKETS_RESOLVED,CHURN_RATE,NPS_DAILY_AVG,MARKETING_SPEND_USD
2024-10-05,CENTRAL,25957,0.0134,73534.96,107461,4.27,99.29,219.90,79.84,69,162,0.0049,6.2,9603.35
2024-10-05,EAST,31812,0.0018,122943.03,92072,4.71,99.51,206.20,48.53,122,117,0.0056,8.3,8565.85
2024-10-05,NORTH,32289,0.0148,119094.96,75756,4.34,99.86,79.48,25.86,122,114,0.0057,7.6,1060.34
2024-10-05,NORTHEAST,18620,0.0082,124693.64,120812,4.11,99.26,236.72,47.95,84,31,0.0050,8.8,1491.41
2024-10-05,NORTHWEST,32451,0.0129,128087.85,113588,4.12,99.74,62.42,18.19,61,96,0.0057,6.4,2955.76
2024-10-05,SOUTH,29190,0.0105,136386.35,149336,4.54,99.78,221.81,58.81,107,45,0.0051,7.2,3532.60
2024-10-05,SOUTHEAST,31073,0.0080,116036.74,194032,4.69,99.49,167.18,59.66,183,17,0.0066,6.4,6184.31
2024-10-05,SOUTHWEST,20177,0.0052,77872.79,162512,4.28,99.58,141.43,18.37,44,97,0.0041,7.2,8042.37
2024-10-05,WEST,30835,-0.0058,70573.16,128618,2.95,95.55,110.95,48.24,39,92,0.0304,4.0,7476.96
2024-10-06,CENTRAL,28893,0.0101,96332.68,68672,4.48,99.51,168.68,76.19,37,31,0.0039,7.9,2042.06
2024-10-06,EAST,21104,0.0088,124614.18,58270,4.27,99.29,96.04,67.52,142,78,0.0047,9.0,5294.53
2024-10-06,NORTH,16586,0.0066,63696.37,113611,4.18,99.73,68.96,60.01,139,119,0.0030,8.4,8646.08
2024-10-06,NORTHEAST,17071,0.0087,140183.01,176171,4.07,99.67,120.40,22.04,93,93,0.0076,8.6,2665.55
2024-10-06,NORTHWEST,20538,0.0089,74923.77,148726,4.46,99.54,108.66,27.75,90,65,0.0020,6.8,3373.57
2024-10-06,SOUTH,25587,0.0146,84562.70,116800,4.12,99.29,295.48,45.77,154,166,0.0066,8.4,4449.85
2024-10-06,SOUTHEAST,31426,0.0090,118889.61,178898,4.34,99.58,100.82,38.79,147,180,0.0030,6.7,6178.22
2024-10-06,SOUTHWEST,21039,0.0041,139930.29,95207,4.33,99.62,168.31,37.63,84,122,0.0072,7.2,4336.27
2024-10-06,WEST,19841,-0.0004,41600.10,149128,2.54,94.07,66.27,47.60,92,80,0.0206,3.1,5143.68
2024-10-07,CENTRAL,28068,0.0016,152966.58,148506,4.72,99.76,288.98,59.24,118,136,0.0073,8.9,7127.75
2024-10-07,EAST,22086,0.0032,93358.42,85397,4.40,99.55,161.41,57.88,66,119,0.0020,8.9,3311.79
2024-10-07,NORTH,27959,0.0056,77597.84,98589,4.77,99.85,108.35,59.23,195,22,0.0025,7.1,9178.48
2024-10-07,NORTHEAST,30548,0.0092,56396.60,69664,4.05,99.55,287.55,55.03,38,93,0.0060,8.3,5940.16
2024-10-07,NORTHWEST,23635,0.0142,59979.27,189234,4.74,99.77,142.31,54.06,147,82,0.0050,7.6,7674.13
2024-10-07,SOUTH,15687,0.0141,62156.11,193076,4.79,99.63,224.43,75.64,119,140,0.0053,8.0,8425.84
2024-10-07,SOUTHEAST,28113,0.0094,142337.75,112651,4.08,99.42,260.61,71.60,148,140,0.0049,7.3,4938.75
2024-10-07,SOUTHWEST,34845,0.0091,124103.49,173712,4.59,99.88,115.34,67.10,161,166,0.0060,8.7,5851.09
2024-10-07,WEST,20504,0.0005,53727.60,141454,2.61,93.84,281.94,77.57,71,127,0.0289,3.3,2052.70
2024-10-08,CENTRAL,18492,0.0039,84100.16,129550,4.75,99.63,169.18,71.63,111,130,0.0051,8.5,9733.90
2024-10-08,EAST,27081,0.0056,103533.48,68962,4.23,99.26,158.62,55.50,120,119,0.0070,8.9,4659.89
2024-10-08,NORTH,15634,0.0090,54606.97,151822,4.59,99.43,242.23,32.76,110,94,0.0051,8.8,7701.16
2024-10-08,NORTHEAST,32147,0.0016,135659.73,79528,4.21,99.39,201.84,27.16,192,152,0.0051,6.5,4300.72
2024-10-08,NORTHWEST,34884,0.0120,130773.07,73242,4.43,99.27,175.76,61.66,118,32,0.0059,8.1,6403.30
2024-10-08,SOUTH,19230,0.0148,79951.03,196289,4.29,99.82,267.23,41.17,136,173,0.0022,8.0,7714.89
2024-10-08,SOUTHEAST,25269,0.0027,135937.15,112125,4.42,99.74,82.63,66.70,199,61,0.0032,6.8,2794.33
2024-10-08,SOUTHWEST,17526,0.0060,117786.57,100160,4.34,99.27,105.44,31.94,63,62,0.0021,6.2,4167.44
2024-10-08,WEST,24486,-0.0045,80337.91,139622,2.83,92.65,186.60,29.51,97,80,0.0330,4.3,3611.60
2024-10-09,CENTRAL,34845,0.0019,82555.27,94371,4.45,99.72,132.86,46.97,146,71,0.0075,7.5,1143.63
2024-10-09,EAST,31354,0.0016,112412.19,163228,4.53,99.50,245.42,51.82,178,49,0.0067,8.0,2415.65
2024-10-09,NORTH,25734,0.0096,91088.36,174919,4.65,99.88,136.86,40.53,93,175,0.0032,7.0,8013.08
2024-10-09,NORTHEAST,16274,0.0123,103233.75,120031,4.11,99.39,166.97,16.32,73,73,0.0063,8.0,2348.81
2024-10-09,NORTHWEST,19155,0.0065,135317.08,57477,4.42,99.45,275.14,29.21,25,32,0.0079,6.7,9509.50
2024-10-09,SOUTH,32275,0.0084,127776.02,127210,4.70,99.59,80.01,37.79,169,109,0.0055,7.4,6173.64
2024-10-09,SOUTHEAST,18316,0.0047,113153.18,81273,4.53,99.81,297.65,56.76,152,121,0.0032,8.3,6412.03
2024-10-09,SOUTHWEST,22527,0.0118,90597.03,158896,4.09,99.31,181.34,33.99,74,24,0.0036,7.7,2437.16
2024-10-09,WEST,29328,-0.0107,50538.35,114090,2.96,96.65,169.78,68.11,125,103,0.0333,5.0,1409.06
2024-10-10,CENTRAL,26653,0.0104,54675.53,56198,4.23,99.31,264.98,27.02,37,140,0.0020,8.2,3357.12
2024-10-10,EAST,15369,0.0108,103774.30,51888,4.10,99.36,239.28,42.44,118,101,0.0047,6.6,3894.87
2024-10-10,NORTH,23585,0.0075,56662.64,194888,4.45,99.76,72.72,61.03,180,134,0.0035,9.0,1994.21
2024-10-10,NORTHEAST,20954,0.0149,120736.81,135893,4.22,99.46,223.41,66.75,88,139,0.0046,8.6,8763.49
2024-10-10,NORTHWEST,26067,0.0104,89758.83,167542,4.23,99.89,76.33,53.08,127,159,0.0042,7.4,2567.74
2024-10-10,SOUTH,16754,0.0114,72824.56,151705,4.23,99.61,224.27,18.55,140,25,0.0030,6.4,3741.62
2024-10-10,SOUTHEAST,21939,0.0025,58863.24,138864,4.75,99.67,297.47,19.84,150,124,0.0050,7.3,2016.40
2024-10-10,SOUTHWEST,19985,0.0065,120924.16,175717,4.13,99.76,138.21,74.15,91,107,0.0059,8.2,8962.78
2024-10-10,WEST,31275,-0.0039,45072.51,195776,2.62,93.14,205.67,15.54,97,117,0.0343,3.8,3534.72
2024-10-11,CENTRAL,19338,0.0015,119384.03,184318,4.67,99.89,280.74,55.21,34,172,0.0036,7.3,1704.67
2024-10-11,EAST,18004,0.0072,79536.64,173584,4.23,99.40,77.04,34.94,135,15,0.0064,7.2,7893.44
2024-10-11,NORTH,17264,0.0039,134471.40,67381,4.63,99.68,83.76,67.52,185,139,0.0042,7.5,3674.12
2024-10-11,NORTHEAST,25637,0.0090,101746.39,162705,4.22,99.35,289.95,59.01,73,86,0.0021,8.6,1882.20
2024-10-11,NORTHWEST,23286,0.0035,114008.63,64633,4.64,99.45,252.53,43.53,152,73,0.0068,7.3,1623.78
2024-10-11,SOUTH,17544,0.0019,90143.82,144310,4.72,99.53,91.08,35.93,191,175,0.0036,8.1,5021.84
2024-10-11,SOUTHEAST,28887,0.0040,66606.01,161406,4.01,99.82,199.37,75.41,185,53,0.0063,6.5,4361.32
2024-10-11,SOUTHWEST,20627,0.0122,114311.93,76455,4.64,99.27,178.30,55.86,24,144,0.0060,6.9,3736.89
2024-10-11,WEST,15090,-0.0153,65411.82,88429,2.81,96.43,186.57,73.02,189,143,0.0166,4.3,4497.47
2024-10-12,CENTRAL,28037,0.0063,93381.88,96945,4.54,99.89,285.83,41.37,81,113,0.0043,8.2,2239.32
2024-10-12,EAST,30455,0.0047,126644.28,59398,4.26,99.48,233.60,21.64,186,85,0.0070,8.4,7143.11
2024-10-12,NORTH,16399,0.0107,145721.70,80215,4.12,99.30,263.43,22.73,174,116,0.0033,6.1,9310.59
2024-10-12,NORTHEAST,17587,0.0016,49918.83,155106,4.62,99.87,136.91,75.21,99,88,0.0039,8.9,6932.31
2024-10-12,NORTHWEST,15421,0.0020,138580.22,73803,4.13,99.68,295.58,53.84,141,34,0.0042,8.6,1429.10
2024-10-12,SOUTH,30339,0.0103,103693.96,85751,4.61,99.43,98.10,39.04,53,155,0.0064,6.1,9056.27
2024-10-12,SOUTHEAST,28754,0.0097,74918.50,109899,4.16,99.67,90.00,65.84,166,149,0.0054,7.4,8194.10
2024-10-12,SOUTHWEST,17967,0.0135,53833.99,107974,4.14,99.36,187.83,52.33,158,84,0.0032,7.3,7657.06
2024-10-12,WEST,25023,-0.0114,65968.18,88226,2.62,94.84,210.90,56.66,101,150,0.0336,3.2,9388.73
2024-10-13,CENTRAL,34377,0.0012,144233.85,64740,4.39,99.67,268.32,51.06,91,108,0.0023,6.9,9522.47
2024-10-13,EAST,25827,0.0056,119679.35,130371,4.52,99.51,96.93,75.07,46,116,0.0064,7.1,3392.56
2024-10-13,NORTH,19611,0.0145,149606.73,168345,4.12,99.31,104.83,49.13,154,171,0.0052,8.5,1623.28
2024-10-13,NORTHEAST,24207,0.0138,123791.72,176650,4.09,99.43,250.70,37.64,33,41,0.0022,7.0,8115.13
2024-10-13,NORTHWEST,24399,0.0050,125061.02,85958,4.03,99.56,70.54,38.90,100,121,0.0023,7.8,7282.65
2024-10-13,SOUTH,23858,0.0106,87831.20,78118,4.08,99.32,284.86,35.23,98,105,0.0066,7.5,8972.70
2024-10-13,SOUTHEAST,17554,0.0058,125176.06,50602,4.07,99.79,157.08,56.57,150,92,0.0025,6.6,3747.50
2024-10-13,SOUTHWEST,22157,0.0010,51877.97,58544,4.36,99.63,109.94,19.71,88,37,0.0032,8.8,4941.37
2024-10-13,WEST,32754,-0.0132,96336.61,149823,2.66,96.10,268.25,69.14,192,29,0.0266,3.7,7299.40
2024-10-14,CENTRAL,27913,0.0146,99642.24,191034,4.55,99.38,57.82,15.31,197,72,0.0068,6.5,5599.97
2024-10-14,EAST,27440,0.0024,137686.46,112414,4.65,99.56,287.70,72.71,59,95,0.0072,7.9,7308.72
2024-10-14,NORTH,18079,0.0021,140121.49,137136,4.39,99.23,83.78,58.93,45,44,0.0025,6.2,7515.21
2024-10-14,NORTHEAST,28858,0.0032,76630.28,62703,4.12,99.57,114.19,55.51,80,55,0.0052,7.7,7623.70
2024-10-14,NORTHWEST,31287,0.0063,78329.90,87525,4.60,99.83,217.66,34.97,73,32,0.0028,8.0,4057.08
2024-10-14,SOUTH,25986,0.0050,53396.04,104991,4.42,99.69,71.29,73.28,197,85,0.0023,8.4,6352.63
2024-10-14,SOUTHEAST,17465,0.0021,154258.92,67694,4.12,99.69,286.70,31.41,84,75,0.0028,8.6,7268.88
2024-10-14,SOUTHWEST,30973,0.0085,115810.12,83924,4.39,99.82,175.45,72.40,59,157,0.0054,8.3,9408.96
2024-10-14,WEST,23729,-0.0115,72503.80,89721,3.03,93.00,247.78,25.65,59,120,0.0306,3.0,6352.05
2024-10-15,CENTRAL,19679,0.0066,78918.81,58129,4.40,99.36,254.89,74.45,145,170,0.0021,7.0,4392.71
2024-10-15,EAST,21774,0.0014,125494.97,70671,4.42,99.65,179.97,47.91,184,66,0.0060,6.5,7118.94
2024-10-15,NORTH,18199,0.0082,62505.26,96436,4.38,99.67,56.01,65.28,145,122,0.0053,8.9,9865.22
2024-10-15,NORTHEAST,28842,0.0108,111998.77,192426,4.31,99.35,292.96,52.02,199,87,0.0046,7.0,7600.15
2024-10-15,NORTHWEST,29095,0.0039,54686.60,137967,4.03,99.58,119.61,51.56,94,67,0.0032,6.4,5675.34
2024-10-15,SOUTH,19019,0.0132,95970.70,85463,4.68,99.56,298.03,70.69,121,77,0.0046,8.7,9099.50
2024-10-15,SOUTHEAST,22047,0.0069,150679.32,190212,4.67,99.33,64.24,27.66,123,179,0.0041,7.9,4271.40
2024-10-15,SOUTHWEST,33915,0.0042,145015.42,88189,4.26,99.26,284.61,37.40,35,177,0.0050,8.9,6056.84
2024-10-15,WEST,33225,-0.0154,92401.27,111544,3.12,96.17,235.55,46.09,57,136,0.0259,3.4,2037.49
2024-10-16,CENTRAL,26228,0.0045,74763.04,185465,4.25,99.88,296.32,48.49,50,118,0.0044,8.9,4598.13
2024-10-16,EAST,20474,0.0124,51577.84,65049,4.62,99.49,53.03,21.81,61,120,0.0044,7.0,7478.33
2024-10-16,NORTH,17811,0.0126,153782.32,65702,4.15,99.79,170.49,58.36,133,144,0.0027,8.2,5301.24
2024-10-16,NORTHEAST,24816,0.0095,106959.14,101569,4.74,99.21,59.08,40.92,180,62,0.0054,7.3,7589.32
2024-10-16,NORTHWEST,31066,0.0083,122496.92,71916,4.38,99.43,288.46,63.21,184,46,0.0024,8.8,7021.04
2024-10-16,SOUTH,31048,0.0073,126763.70,52765,4.77,99.31,122.93,56.83,20,31,0.0069,8.9,5629.13
2024-10-16,SOUTHEAST,32728,0.0099,101016.66,194044,4.50,99.50,249.66,22.45,170,169,0.0069,7.1,4358.77
2024-10-16,SOUTHWEST,19173,0.0080,123716.43,159165,4.53,99.59,207.10,59.36,97,87,0.0049,8.1,5019.47
2024-10-16,WEST,34060,0.0021,45412.70,114219,2.94,92.49,88.69,38.15,97,108,0.0213,4.1,5774.47
2024-10-17,CENTRAL,23321,0.0091,90776.75,92373,4.31,99.72,203.82,52.46,53,82,0.0031,8.5,7489.39
2024-10-17,EAST,20300,0.0150,128484.08,118423,4.12,99.73,99.61,71.16,88,162,0.0069,7.2,7061.90
2024-10-17,NORTH,32135,0.0053,76646.68,171325,4.41,99.77,82.61,34.46,20,42,0.0055,8.3,2880.43
2024-10-17,NORTHEAST,22136,0.0039,66498.88,167958,4.51,99.52,242.97,27.38,187,99,0.0061,6.5,2417.77
2024-10-17,NORTHWEST,33877,0.0019,95424.05,95783,4.23,99.83,252.72,70.79,115,17,0.0074,8.6,9246.66
2024-10-17,SOUTH,34833,0.0133,132947.08,107924,4.05,99.55,236.90,76.96,86,41,0.0065,6.4,8585.87
2024-10-17,SOUTHEAST,17479,0.0085,141207.93,110378,4.10,99.26,72.17,36.60,186,173,0.0049,6.7,6031.90
2024-10-17,SOUTHWEST,31842,0.0034,63899.53,175694,4.63,99.66,263.12,15.83,140,92,0.0070,7.5,9160.21
2024-10-17,WEST,24716,0.0035,60868.11,112811,2.76,93.44,130.34,31.95,142,108,0.0339,3.1,1697.78
2024-10-18,CENTRAL,25802,0.0080,60019.16,172664,4.38,99.57,86.23,58.02,117,24,0.0032,7.0,1200.64
2024-10-18,EAST,28060,0.0072,151377.64,110866,4.15,99.37,73.98,49.26,30,87,0.0069,7.3,9678.80
2024-10-18,NORTH,30017,0.0147,109584.59,168909,4.32,99.67,257.58,62.79,127,116,0.0051,7.0,5441.73
2024-10-18,NORTHEAST,22100,0.0131,55135.61,110762,4.66,99.55,100.17,49.28,106,99,0.0072,7.4,4763.61
2024-10-18,NORTHWEST,27316,0.0118,70169.02,68438,4.70,99.59,100.06,34.64,93,26,0.0066,6.1,7829.91
2024-10-18,SOUTH,29166,0.0022,124625.72,159422,4.22,99.64,197.09,73.70,160,122,0.0066,7.4,5476.80
2024-10-18,SOUTHEAST,17500,0.0140,129486.39,112386,4.52,99.82,121.39,43.66,170,59,0.0024,8.0,6128.61
2024-10-18,SOUTHWEST,26641,0.0138,82936.61,194365,4.42,99.30,265.02,73.95,190,48,0.0021,7.2,3589.87
2024-10-18,WEST,22867,-0.0182,71822.93,113154,2.66,95.43,84.43,34.50,81,19,0.0181,3.0,3213.54
2024-10-19,CENTRAL,25472,0.0042,100180.99,175328,4.55,99.90,166.49,30.89,86,113,0.0027,6.4,8216.78
2024-10-19,EAST,32916,0.0083,134596.12,131296,4.42,99.28,204.60,53.60,117,45,0.0061,7.1,9006.16
2024-10-19,NORTH,23434,0.0133,156146.60,107546,4.63,99.48,136.61,66.92,117,163,0.0072,6.3,9686.60
2024-10-19,NORTHEAST,20631,0.0041,57553.28,122869,4.13,99.56,240.89,23.71,86,137,0.0058,7.6,7278.89
2024-10-19,NORTHWEST,24246,0.0013,121512.49,122128,4.27,99.44,98.91,26.15,147,142,0.0052,8.4,8012.05
2024-10-19,SOUTH,22981,0.0130,100440.85,92986,4.27,99.21,236.41,49.82,107,75,0.0048,7.7,4942.01
2024-10-19,SOUTHEAST,17427,0.0047,82011.75,58678,4.50,99.73,180.81,23.06,115,144,0.0058,8.2,8478.02
2024-10-19,SOUTHWEST,25412,0.0068,127597.02,188825,4.36,99.33,107.61,57.24,38,121,0.0032,7.0,2004.36
2024-10-19,WEST,16432,-0.0139,67182.58,107092,2.61,93.61,68.36,27.28,91,93,0.0193,3.6,9539.25
2024-10-20,CENTRAL,25089,0.0078,85576.36,97566,4.28,99.81,110.44,70.49,111,59,0.0059,6.4,1976.62
2024-10-20,EAST,16321,0.0028,123569.22,164692,4.43,99.82,73.53,47.09,169,39,0.0067,8.4,2625.01
2024-10-20,NORTH,34130,0.0099,65537.26,183725,4.71,99.44,198.13,20.69,146,131,0.0073,7.1,7627.37
2024-10-20,NORTHEAST,18791,0.0119,70348.90,73459,4.15,99.22,84.30,56.14,139,129,0.0063,6.1,7141.78
2024-10-20,NORTHWEST,17930,0.0140,114057.80,81379,4.32,99.41,96.42,73.72,104,118,0.0032,8.3,7898.82
2024-10-20,SOUTH,16619,0.0136,74545.53,192578,4.49,99.52,50.84,55.00,153,80,0.0064,7.3,7817.84
2024-10-20,SOUTHEAST,32965,0.0123,131599.50,134288,4.02,99.37,192.31,52.29,74,96,0.0038,7.1,7802.24
2024-10-20,SOUTHWEST,22729,0.0047,106510.69,86591,4.10,99.79,252.98,70.85,24,24,0.0037,8.6,2560.02
2024-10-20,WEST,23601,0.0044,56001.68,93502,2.58,96.69,166.17,25.16,110,133,0.0284,3.4,1623.22
2024-10-21,CENTRAL,33534,0.0024,52571.16,147493,4.61,99.54,156.65,31.11,134,170,0.0043,8.2,3552.52
2024-10-21,EAST,33415,0.0105,97989.22,137238,4.24,99.56,146.39,71.91,28,160,0.0073,8.9,8095.65
2024-10-21,NORTH,19580,0.0098,101541.24,152727,4.71,99.48,100.68,69.24,155,163,0.0022,6.3,8593.43
2024-10-21,NORTHEAST,34474,0.0084,119183.88,68099,4.21,99.89,137.81,29.52,27,79,0.0042,7.5,7622.53
2024-10-21,NORTHWEST,30837,0.0026,115033.37,69291,4.78,99.21,80.00,54.49,200,19,0.0048,8.9,2142.72
2024-10-21,SOUTH,23595,0.0092,132090.35,159077,4.80,99.62,124.10,69.76,158,172,0.0030,8.5,6845.48
2024-10-21,SOUTHEAST,31836,0.0125,112736.90,101325,4.70,99.39,191.06,26.16,70,51,0.0064,7.8,5186.09
2024-10-21,SOUTHWEST,25516,0.0102,116940.80,70903,4.53,99.43,181.58,73.25,51,50,0.0078,6.7,2772.11
2024-10-21,WEST,27863,-0.0094,49559.37,109891,2.84,93.12,235.83,74.06,60,47,0.0312,4.4,6420.63
2024-10-22,CENTRAL,30011,0.0041,128128.86,158384,4.32,99.28,52.16,61.24,120,116,0.0029,7.1,2915.16
2024-10-22,EAST,17048,0.0042,57853.69,57536,4.13,99.87,128.24,22.44,20,36,0.0073,7.0,6720.94
2024-10-22,NORTH,34057,0.0143,94764.39,124096,4.17,99.87,209.40,69.33,138,63,0.0047,6.5,2932.87
2024-10-22,NORTHEAST,17698,0.0073,93977.74,102243,4.23,99.73,80.05,71.27,73,61,0.0028,6.7,9830.12
2024-10-22,NORTHWEST,16361,0.0142,52153.49,96540,4.05,99.84,129.69,70.30,89,47,0.0053,7.2,6138.01
2024-10-22,SOUTH,23861,0.0052,74201.80,96370,4.23,99.47,234.44,27.15,108,170,0.0061,6.8,9676.93
2024-10-22,SOUTHEAST,15131,0.0015,61108.43,92570,4.43,99.72,109.44,56.04,53,92,0.0025,7.9,6998.50
2024-10-22,SOUTHWEST,25661,0.0148,74643.13,143057,4.38,99.66,128.82,38.88,84,178,0.0027,6.0,4901.08
2024-10-22,WEST,26532,-0.0058,69317.05,136496,3.18,94.68,199.63,41.52,134,140,0.0252,4.0,4324.79
2024-10-23,CENTRAL,21776,0.0064,71690.32,192839,4.32,99.22,262.85,18.85,95,170,0.0053,7.4,7062.51
2024-10-23,EAST,27142,0.0014,158663.00,168789,4.46,99.63,100.00,17.31,38,68,0.0059,7.0,9330.46
2024-10-23,NORTH,27098,0.0025,152617.75,197583,4.37,99.50,225.75,70.43,99,135,0.0039,7.2,8548.45
2024-10-23,NORTHEAST,15331,0.0142,133614.66,123792,4.12,99.55,265.13,15.56,182,36,0.0032,7.8,2528.82
2024-10-23,NORTHWEST,21157,0.0093,74383.03,171991,4.68,99.30,181.95,41.94,96,143,0.0059,6.1,2170.08
2024-10-23,SOUTH,17329,0.0089,54675.73,98494,4.63,99.39,64.72,40.59,144,111,0.0042,7.8,7477.85
2024-10-23,SOUTHEAST,15396,0.0141,59774.82,94022,4.11,99.29,140.53,17.98,55,51,0.0044,8.6,5618.25
2024-10-23,SOUTHWEST,23184,0.0118,70019.32,94969,4.47,99.55,58.59,57.56,184,132,0.0023,7.0,1824.34
2024-10-23,WEST,20308,-0.0016,99037.11,68282,2.88,92.07,239.72,36.48,73,107,0.0338,4.9,9235.24
2024-10-24,CENTRAL,34745,0.0092,52030.55,158402,4.07,99.64,243.49,29.94,107,15,0.0049,8.6,5908.13
2024-10-24,EAST,22027,0.0033,107697.28,74166,4.24,99.39,172.66,28.17,61,27,0.0031,7.5,2391.74
2024-10-24,NORTH,20986,0.0084,107120.41,156009,4.24,99.69,131.72,68.84,73,31,0.0072,6.6,4142.85
2024-10-24,NORTHEAST,25532,0.0108,86675.41,156441,4.75,99.42,258.91,38.20,30,60,0.0028,8.4,6687.15
2024-10-24,NORTHWEST,29391,0.0063,138858.78,160839,4.38,99.33,287.12,17.41,179,54,0.0039,8.2,2460.52
2024-10-24,SOUTH,32855,0.0141,73843.02,56320,4.32,99.35,51.88,34.96,99,97,0.0020,8.2,4163.49
2024-10-24,SOUTHEAST,30336,0.0099,128523.17,178053,4.27,99.78,231.45,63.39,99,124,0.0042,6.3,2731.41
2024-10-24,SOUTHWEST,22623,0.0103,96843.73,148671,4.43,99.80,89.66,42.32,27,50,0.0024,7.3,4712.05
2024-10-24,WEST,18122,0.0021,72735.96,58341,3.15,92.84,73.83,38.67,110,98,0.0350,3.9,8230.69
2024-10-25,CENTRAL,29347,0.0052,92976.03,172977,4.73,99.52,231.30,68.75,21,20,0.0055,6.9,7492.81
2024-10-25,EAST,33327,0.0146,73876.37,196568,4.40,99.64,287.68,22.10,177,153,0.0028,6.0,2126.74
2024-10-25,NORTH,32242,0.0035,132881.31,120385,4.44,99.26,64.67,38.11,26,42,0.0027,7.2,1514.30
2024-10-25,NORTHEAST,31324,0.0105,89135.67,82067,4.35,99.27,192.59,51.13,36,67,0.0022,7.0,4706.65
2024-10-25,NORTHWEST,16047,0.0106,54675.99,160386,4.80,99.90,230.02,22.93,37,59,0.0023,8.6,2045.16
2024-10-25,SOUTH,20511,0.0075,117376.75,78464,4.24,99.28,246.78,63.84,200,74,0.0071,9.0,8612.69
2024-10-25,SOUTHEAST,17248,0.0037,85325.21,196678,4.67,99.73,165.99,53.38,41,146,0.0057,7.4,8880.64
2024-10-25,SOUTHWEST,18119,0.0044,113724.69,120867,4.52,99.25,201.33,68.30,58,80,0.0048,6.6,5810.33
2024-10-25,WEST,20853,-0.0194,82448.59,170610,2.54,96.41,154.61,69.18,173,56,0.0312,4.5,8219.72
2024-10-26,CENTRAL,28488,0.0097,131875.21,159779,4.36,99.53,178.51,35.54,66,132,0.0040,7.7,4949.82
2024-10-26,EAST,34288,0.0063,122388.34,84063,4.79,99.53,241.19,27.98,29,118,0.0039,7.9,9843.19
2024-10-26,NORTH,26464,0.0126,95529.14,76014,4.01,99.37,73.18,17.87,195,17,0.0060,6.2,9129.70
2024-10-26,NORTHEAST,16670,0.0121,116136.80,151771,4.25,99.76,196.72,64.30,161,26,0.0061,6.9,9549.44
2024-10-26,NORTHWEST,16255,0.0038,109417.94,161180,4.18,99.55,113.26,52.09,58,77,0.0077,8.4,4283.02
2024-10-26,SOUTH,22073,0.0138,115264.37,137791,4.02,99.37,157.29,26.19,26,81,0.0060,6.7,3095.07
2024-10-26,SOUTHEAST,30158,0.0090,73239.02,54145,4.80,99.57,211.01,56.42,195,91,0.0063,7.0,6017.87
2024-10-26,SOUTHWEST,32526,0.0063,143275.65,149521,4.52,99.33,194.55,52.90,24,18,0.0079,7.6,4747.45
2024-10-26,WEST,29717,-0.0045,87341.70,197188,2.53,94.07,186.40,57.61,195,47,0.0245,3.9,2536.53
2024-10-27,CENTRAL,24449,0.0111,55490.75,78411,4.69,99.83,95.36,51.83,23,140,0.0044,6.2,3091.39
2024-10-27,EAST,31507,0.0068,91829.00,180948,4.63,99.79,288.73,42.35,139,108,0.0065,8.6,5926.17
2024-10-27,NORTH,29190,0.0129,85094.61,90912,4.27,99.73,248.84,76.66,134,171,0.0030,8.7,5796.67
2024-10-27,NORTHEAST,24285,0.0027,149882.46,84501,4.12,99.50,200.64,79.08,100,113,0.0027,8.2,7975.41
2024-10-27,NORTHWEST,24458,0.0116,151033.77,90464,4.34,99.45,268.68,16.07,113,49,0.0065,6.4,3381.71
2024-10-27,SOUTH,25953,0.0043,61876.84,76751,4.36,99.39,285.95,22.24,163,48,0.0062,6.1,2951.48
2024-10-27,SOUTHEAST,28326,0.0038,63910.61,101642,4.40,99.63,186.60,62.29,200,16,0.0024,7.5,5173.48
2024-10-27,SOUTHWEST,28455,0.0053,131780.62,155952,4.16,99.67,208.46,37.29,32,96,0.0067,6.8,7887.89
2024-10-27,WEST,34384,-0.0147,108987.26,155046,2.73,96.53,90.56,30.99,50,77,0.0174,3.9,8516.82
2024-10-28,CENTRAL,18918,0.0118,89889.72,93355,4.18,99.88,94.26,26.89,114,156,0.0049,8.7,8357.47
2024-10-28,EAST,27236,0.0011,114700.82,97484,4.77,99.84,178.28,27.03,193,63,0.0044,7.0,4688.23
2024-10-28,NORTH,32605,0.0086,133903.44,89624,4.10,99.79,245.03,36.72,25,171,0.0046,7.6,1178.87
2024-10-28,NORTHEAST,28580,0.0145,145562.00,113107,4.73,99.55,94.64,52.61,147,90,0.0070,7.6,6493.75
2024-10-28,NORTHWEST,19968,0.0022,96583.18,182410,4.61,99.50,195.47,31.17,78,128,0.0043,6.5,4269.81
2024-10-28,SOUTH,19913,0.0129,96732.74,194387,4.61,99.70,177.00,60.22,49,38,0.0052,7.8,1507.97
2024-10-28,SOUTHEAST,17737,0.0139,122801.38,170036,4.28,99.81,113.30,21.51,142,62,0.0070,7.2,4491.31
2024-10-28,SOUTHWEST,16659,0.0130,142794.64,189891,4.23,99.65,257.13,49.08,65,125,0.0069,8.2,7425.86
2024-10-28,WEST,24583,-0.0168,58693.26,134238,2.78,96.65,127.48,40.40,162,28,0.0298,4.2,4238.26
